,genes,proteins
15734,ENSG00000156030,"['ENSP00000286523', 'ENSP00000377634', 'ENSP00000400871', 'ENSP00000401344', 'ENSP00000407767']"
15735,ENSG00000126882,"['ENSP00000361343', 'ENSP00000361345', 'ENSP00000419959', 'ENSP00000516028']"
15736,ENSG00000167685,"['ENSP00000338860', 'ENSP00000465070', 'ENSP00000465171', 'ENSP00000465466', 'ENSP00000466287', 'ENSP00000466666', 'ENSP00000468069', 'ENSP00000468762']"
15737,ENSG00000196233,"['ENSP00000348298', 'ENSP00000360138', 'ENSP00000360144', 'ENSP00000443431', 'ENSP00000490116', 'ENSP00000501560', 'ENSP00000501639', 'ENSP00000501787', 'ENSP00000501857', 'ENSP00000501887', 'ENSP00000501937', 'ENSP00000501998', 'ENSP00000502111', 'ENSP00000502127', 'ENSP00000502138', 'ENSP00000502228', 'ENSP00000502263', 'ENSP00000502316', 'ENSP00000502330', 'ENSP00000502397', 'ENSP00000502416', 'ENSP00000502465', 'ENSP00000502500', 'ENSP00000502633', 'ENSP00000502790']"
15738,ENSG00000215012,"['ENSP00000330596', 'ENSP00000384924', 'ENSP00000386111', 'ENSP00000392994']"
15739,ENSG00000175707,ENSP00000319179
15740,ENSG00000056050,ENSP00000406598
15741,ENSG00000186440,ENSP00000492936
15742,ENSG00000164237,ENSP00000296658
15743,ENSG00000166741,"['ENSP00000299964', 'ENSP00000441434']"
15744,ENSG00000185567,"['ENSP00000353114', 'ENSP00000450998']"
15745,ENSG00000155463,"['ENSP00000285848', 'ENSP00000350740', 'ENSP00000387601', 'ENSP00000389240', 'ENSP00000396596', 'ENSP00000483491']"
15746,ENSG00000165983,"['ENSP00000298942', 'ENSP00000367239', 'ENSP00000389535', 'ENSP00000439485']"
15747,ENSG00000136950,"['ENSP00000259477', 'ENSP00000345361']"
15748,ENSG00000154122,"['ENSP00000284268', 'ENSP00000426332', 'ENSP00000494403']"
15749,ENSG00000006283,"['ENSP00000339302', 'ENSP00000347078', 'ENSP00000350979', 'ENSP00000352011', 'ENSP00000353990', 'ENSP00000392390', 'ENSP00000409759', 'ENSP00000414388', 'ENSP00000420918', 'ENSP00000421518', 'ENSP00000422268', 'ENSP00000422407', 'ENSP00000423045', 'ENSP00000423112', 'ENSP00000423155', 'ENSP00000423317', 'ENSP00000424664', 'ENSP00000425153', 'ENSP00000425451', 'ENSP00000425522', 'ENSP00000425698', 'ENSP00000426098', 'ENSP00000426172', 'ENSP00000426232', 'ENSP00000426261', 'ENSP00000426313', 'ENSP00000426558', 'ENSP00000426814', 'ENSP00000427173', 'ENSP00000427231', 'ENSP00000427238', 'ENSP00000427247', 'ENSP00000427697', 'ENSP00000459988']"
15750,ENSG00000197324,"['ENSP00000352601', 'ENSP00000447559', 'ENSP00000447977']"
15751,ENSG00000102390,"['ENSP00000362455', 'ENSP00000362456']"
15752,ENSG00000163281,"['ENSP00000295448', 'ENSP00000424061', 'ENSP00000425868', 'ENSP00000427423', 'ENSP00000476853', 'ENSP00000477137']"
15753,ENSG00000155957,"['ENSP00000286424', 'ENSP00000350965', 'ENSP00000381114', 'ENSP00000438957', 'ENSP00000439310', 'ENSP00000440964', 'ENSP00000441291', 'ENSP00000444639', 'ENSP00000488791', 'ENSP00000488909']"
15754,ENSG00000175105,ENSP00000490842
15755,ENSG00000198157,"['ENSP00000350848', 'ENSP00000362347', 'ENSP00000399626', 'ENSP00000404810', 'ENSP00000408060', 'ENSP00000413402']"
15756,ENSG00000109906,"['ENSP00000338157', 'ENSP00000376721', 'ENSP00000437716', 'ENSP00000445047', 'ENSP00000506794', 'ENSP00000506894', 'ENSP00000506924', 'ENSP00000506953', 'ENSP00000506995', 'ENSP00000507219', 'ENSP00000507350', 'ENSP00000507788', 'ENSP00000508351']"
15757,ENSG00000147457,"['ENSP00000324491', 'ENSP00000380794', 'ENSP00000427948', 'ENSP00000428233', 'ENSP00000430321', 'ENSP00000430661']"
15758,ENSG00000197879,"['ENSP00000354283', 'ENSP00000437685', 'ENSP00000459174', 'ENSP00000459271', 'ENSP00000459558', 'ENSP00000460415', 'ENSP00000460831', 'ENSP00000461682', 'ENSP00000493973', 'ENSP00000496799', 'ENSP00000496954']"
15759,ENSG00000114904,"['ENSP00000233027', 'ENSP00000373227', 'ENSP00000417119', 'ENSP00000419666', 'ENSP00000420231', 'ENSP00000437703']"
15760,ENSG00000049541,"['ENSP00000055077', 'ENSP00000275627', 'ENSP00000418899', 'ENSP00000419320', 'ENSP00000419341', 'ENSP00000419827', 'ENSP00000420392', 'ENSP00000420404', 'ENSP00000420513', 'ENSP00000420563', 'ENSP00000420731', 'ENSP00000479768']"
15761,ENSG00000196071,"['ENSP00000350836', 'ENSP00000492949', 'ENSP00000493075']"
15762,ENSG00000136682,"['ENSP00000259199', 'ENSP00000351418', 'ENSP00000393105', 'ENSP00000411906']"
15763,ENSG00000269466,ENSP00000496014
15764,ENSG00000166947,"['ENSP00000396616', 'ENSP00000444699', 'ENSP00000455489', 'ENSP00000457757', 'ENSP00000497777']"
15765,ENSG00000149735,"['ENSP00000279168', 'ENSP00000431352', 'ENSP00000432918']"
15766,ENSG00000125375,"['ENSP00000245448', 'ENSP00000308334', 'ENSP00000351258', 'ENSP00000389246', 'ENSP00000451583', 'ENSP00000494641', 'ENSP00000499920', 'ENSP00000500502', 'ENSP00000506374', 'ENSP00000509056', 'ENSP00000509859']"
15767,ENSG00000170248,"['ENSP00000307387', 'ENSP00000393777', 'ENSP00000398895', 'ENSP00000406693', 'ENSP00000411825', 'ENSP00000415150', 'ENSP00000497537']"
15768,ENSG00000101146,"['ENSP00000360286', 'ENSP00000379181', 'ENSP00000379182', 'ENSP00000392097', 'ENSP00000393264', 'ENSP00000402924', 'ENSP00000432609', 'ENSP00000432698']"
15769,ENSG00000168334,"['ENSP00000343140', 'ENSP00000379550', 'ENSP00000391645']"
15770,ENSG00000162878,"['ENSP00000294964', 'ENSP00000385220']"
15771,ENSG00000189334,"['ENSP00000340463', 'ENSP00000357690', 'ENSP00000357691', 'ENSP00000420296']"
15772,ENSG00000113716,"['ENSP00000421917', 'ENSP00000422231', 'ENSP00000426631', 'ENSP00000479027']"
15773,ENSG00000116983,"['ENSP00000361935', 'ENSP00000481834', 'ENSP00000484070']"
15774,ENSG00000169375,"['ENSP00000353622', 'ENSP00000378402', 'ENSP00000378403', 'ENSP00000454296', 'ENSP00000454750', 'ENSP00000455072', 'ENSP00000455204', 'ENSP00000455644', 'ENSP00000455662', 'ENSP00000455834', 'ENSP00000456997', 'ENSP00000515826', 'ENSP00000515828', 'ENSP00000515829', 'ENSP00000515832', 'ENSP00000515833', 'ENSP00000515834']"
15775,ENSG00000087191,"['ENSP00000310572', 'ENSP00000364970', 'ENSP00000462098', 'ENSP00000462495', 'ENSP00000463107', 'ENSP00000463549', 'ENSP00000463801', 'ENSP00000463938', 'ENSP00000464347', 'ENSP00000464405', 'ENSP00000464602', 'ENSP00000464646', 'ENSP00000515392', 'ENSP00000515393', 'ENSP00000515394', 'ENSP00000515395']"
15776,ENSG00000211667,ENSP00000374848
15777,ENSG00000103091,"['ENSP00000262144', 'ENSP00000454382', 'ENSP00000455060', 'ENSP00000456139', 'ENSP00000457605', 'ENSP00000457978', 'ENSP00000481730', 'ENSP00000482446']"
15778,ENSG00000171097,"['ENSP00000302227', 'ENSP00000317342', 'ENSP00000390377', 'ENSP00000392354', 'ENSP00000399415', 'ENSP00000412402']"
15779,ENSG00000155542,"['ENSP00000285947', 'ENSP00000398449', 'ENSP00000406183', 'ENSP00000486609']"
15780,ENSG00000140992,"['ENSP00000268673', 'ENSP00000344220', 'ENSP00000373876', 'ENSP00000395357', 'ENSP00000455025', 'ENSP00000455438', 'ENSP00000455492', 'ENSP00000455551', 'ENSP00000455684']"
15781,ENSG00000198825,"['ENSP00000487706', 'ENSP00000488052', 'ENSP00000488726', 'ENSP00000488905', 'ENSP00000489864', 'ENSP00000490226', 'ENSP00000496843', 'ENSP00000496955', 'ENSP00000496989', 'ENSP00000497027', 'ENSP00000497205', 'ENSP00000497212', 'ENSP00000497291', 'ENSP00000497368', 'ENSP00000497412', 'ENSP00000497527', 'ENSP00000497772', 'ENSP00000497846', 'ENSP00000498016', 'ENSP00000498154']"
15782,ENSG00000100433,"['ENSP00000310568', 'ENSP00000312811', 'ENSP00000343104', 'ENSP00000452587']"
15783,ENSG00000103184,"['ENSP00000251170', 'ENSP00000468423']"
15784,ENSG00000179636,"['ENSP00000317595', 'ENSP00000421438', 'ENSP00000423171', 'ENSP00000427504', 'ENSP00000435356', 'ENSP00000436874', 'ENSP00000451899']"
15785,ENSG00000240857,ENSP00000370648
15786,ENSG00000115317,"['ENSP00000258080', 'ENSP00000312893', 'ENSP00000399166', 'ENSP00000512836', 'ENSP00000512837']"
15787,ENSG00000151929,"['ENSP00000358081', 'ENSP00000410036']"
15788,ENSG00000142039,"['ENSP00000269967', 'ENSP00000469348', 'ENSP00000470858']"
15789,ENSG00000188869,"['ENSP00000352413', 'ENSP00000452681']"
15790,ENSG00000140521,"['ENSP00000268124', 'ENSP00000399851', 'ENSP00000431395', 'ENSP00000432389', 'ENSP00000432885', 'ENSP00000433502', 'ENSP00000434937', 'ENSP00000486730', 'ENSP00000489799', 'ENSP00000489844', 'ENSP00000490231', 'ENSP00000490403', 'ENSP00000490427', 'ENSP00000490653', 'ENSP00000490756', 'ENSP00000499495', 'ENSP00000499709', 'ENSP00000516154']"
15791,ENSG00000109991,"['ENSP00000263314', 'ENSP00000434166']"
15792,ENSG00000122679,"['ENSP00000242249', 'ENSP00000418460', 'ENSP00000419012']"
15793,ENSG00000125912,"['ENSP00000246117', 'ENSP00000466296', 'ENSP00000466300', 'ENSP00000466678', 'ENSP00000466844', 'ENSP00000467011', 'ENSP00000467693']"
15794,ENSG00000217442,"['ENSP00000385122', 'ENSP00000385480']"
15795,ENSG00000123064,"['ENSP00000304072', 'ENSP00000323858', 'ENSP00000447098', 'ENSP00000448189', 'ENSP00000448477']"
15796,ENSG00000266028,"['ENSP00000397990', 'ENSP00000459397', 'ENSP00000459615', 'ENSP00000473954', 'ENSP00000474270', 'ENSP00000474699', 'ENSP00000474818', 'ENSP00000485517']"
15797,ENSG00000118855,"['ENSP00000264266', 'ENSP00000376560', 'ENSP00000403117', 'ENSP00000417163', 'ENSP00000417414', 'ENSP00000417950', 'ENSP00000418055', 'ENSP00000418503', 'ENSP00000419281', 'ENSP00000419467', 'ENSP00000419708', 'ENSP00000420699', 'ENSP00000420816', 'ENSP00000484175', 'ENSP00000498818']"
15798,ENSG00000271567,ENSP00000463419
15799,ENSG00000204913,ENSP00000367157
15800,ENSG00000122674,"['ENSP00000325681', 'ENSP00000486988']"
15801,ENSG00000174721,ENSP00000339067
15802,ENSG00000160013,"['ENSP00000291294', 'ENSP00000468970', 'ENSP00000469408', 'ENSP00000470566', 'ENSP00000470799']"
15803,ENSG00000158158,ENSP00000366275
15804,ENSG00000142511,ENSP00000270590
15805,ENSG00000286106,"['ENSP00000485259', 'ENSP00000509634']"
15806,ENSG00000138688,"['ENSP00000264501', 'ENSP00000304374', 'ENSP00000373390', 'ENSP00000393219', 'ENSP00000394909', 'ENSP00000397543', 'ENSP00000398039', 'ENSP00000408229', 'ENSP00000410874', 'ENSP00000413018', 'ENSP00000505357', 'ENSP00000508472', 'ENSP00000509435', 'ENSP00000509672', 'ENSP00000510157']"
15807,ENSG00000198797,ENSP00000354481
15808,ENSG00000119335,"['ENSP00000318012', 'ENSP00000361771', 'ENSP00000361773', 'ENSP00000361777', 'ENSP00000387321', 'ENSP00000508597', 'ENSP00000509032', 'ENSP00000509950']"
15809,ENSG00000101972,"['ENSP00000218089', 'ENSP00000360186', 'ENSP00000360187', 'ENSP00000360199', 'ENSP00000360202', 'ENSP00000377987', 'ENSP00000377988', 'ENSP00000392118', 'ENSP00000397265', 'ENSP00000401309', 'ENSP00000405555', 'ENSP00000405874', 'ENSP00000415103', 'ENSP00000509048', 'ENSP00000509476', 'ENSP00000510375']"
15810,ENSG00000204479,ENSP00000365266
15811,ENSG00000003096,"['ENSP00000262820', 'ENSP00000360945', 'ENSP00000360949', 'ENSP00000393807', 'ENSP00000419803', 'ENSP00000441029', 'ENSP00000444450']"
15812,ENSG00000197616,ENSP00000386041
15813,ENSG00000188992,"['ENSP00000383072', 'ENSP00000440381', 'ENSP00000482652', 'ENSP00000505323', 'ENSP00000505904', 'ENSP00000506194', 'ENSP00000506458']"
15814,ENSG00000158246,ENSP00000289166
15815,ENSG00000274233,"['ENSP00000479894', 'ENSP00000484921', 'ENSP00000488072']"
15816,ENSG00000135387,"['ENSP00000340329', 'ENSP00000374296', 'ENSP00000431373', 'ENSP00000431581', 'ENSP00000434150', 'ENSP00000434204']"
15817,ENSG00000215186,ENSP00000408132
15818,ENSG00000007923,"['ENSP00000294401', 'ENSP00000366800', 'ENSP00000410194', 'ENSP00000415871', 'ENSP00000508956', 'ENSP00000509108', 'ENSP00000509149']"
15819,ENSG00000161634,"['ENSP00000293371', 'ENSP00000406773', 'ENSP00000450415']"
15820,ENSG00000204604,"['ENSP00000243639', 'ENSP00000469733', 'ENSP00000469779', 'ENSP00000470381', 'ENSP00000470717', 'ENSP00000471675']"
15821,ENSG00000177575,"['ENSP00000352071', 'ENSP00000379863', 'ENSP00000403885', 'ENSP00000439226', 'ENSP00000444071', 'ENSP00000445438']"
15822,ENSG00000115216,"['ENSP00000233557', 'ENSP00000369181', 'ENSP00000369192', 'ENSP00000403916', 'ENSP00000415406']"
15823,ENSG00000126016,"['ENSP00000305557', 'ENSP00000361026', 'ENSP00000361027', 'ENSP00000361030']"
15824,ENSG00000158220,"['ENSP00000289135', 'ENSP00000374218', 'ENSP00000417388']"
15825,ENSG00000197136,ENSP00000347931
15826,ENSG00000101935,"['ENSP00000262844', 'ENSP00000361127', 'ENSP00000361129', 'ENSP00000509935']"
15827,ENSG00000129625,"['ENSP00000261482', 'ENSP00000368959', 'ENSP00000421305', 'ENSP00000421881', 'ENSP00000425901']"
15828,ENSG00000134030,"['ENSP00000256413', 'ENSP00000372459', 'ENSP00000465405', 'ENSP00000467425', 'ENSP00000467957', 'ENSP00000467965']"
15829,ENSG00000183662,"['ENSP00000417496', 'ENSP00000418575']"
15830,ENSG00000103248,"['ENSP00000354152', 'ENSP00000370612', 'ENSP00000438761', 'ENSP00000444003', 'ENSP00000454429', 'ENSP00000454593', 'ENSP00000454807', 'ENSP00000455208', 'ENSP00000455262', 'ENSP00000455940', 'ENSP00000456628', 'ENSP00000456652', 'ENSP00000456910', 'ENSP00000457794', 'ENSP00000458104', 'ENSP00000480673', 'ENSP00000489295']"
15831,ENSG00000115361,ENSP00000233710
15832,ENSG00000188739,"['ENSP00000386226', 'ENSP00000400000', 'ENSP00000413409', 'ENSP00000420236']"
15833,ENSG00000170967,ENSP00000302805
15834,ENSG00000161267,"['ENSP00000350914', 'ENSP00000376183', 'ENSP00000376184', 'ENSP00000387648', 'ENSP00000396149', 'ENSP00000405462', 'ENSP00000408016', 'ENSP00000408685', 'ENSP00000409849', 'ENSP00000411014', 'ENSP00000498996']"
15835,ENSG00000106785,"['ENSP00000343990', 'ENSP00000344208', 'ENSP00000364239', 'ENSP00000428805']"
15836,ENSG00000130856,"['ENSP00000253159', 'ENSP00000322361', 'ENSP00000444524', 'ENSP00000494034', 'ENSP00000516202']"
15837,ENSG00000281230,ENSP00000486369
15838,ENSG00000189403,"['ENSP00000343040', 'ENSP00000345347', 'ENSP00000369904', 'ENSP00000382412', 'ENSP00000382417', 'ENSP00000384678']"
15839,ENSG00000120242,ENSP00000369553
15840,ENSG00000275760,ENSP00000482403
15841,ENSG00000229833,"['ENSP00000392303', 'ENSP00000470314', 'ENSP00000470539', 'ENSP00000470935', 'ENSP00000513691', 'ENSP00000513692', 'ENSP00000513693']"
15842,ENSG00000196544,ENSP00000373669
15843,ENSG00000160221,"['ENSP00000291577', 'ENSP00000344901', 'ENSP00000374340', 'ENSP00000396655', 'ENSP00000400044', 'ENSP00000405713', 'ENSP00000494347', 'ENSP00000494853', 'ENSP00000495305']"
15844,ENSG00000004059,"['ENSP00000000233', 'ENSP00000412701']"
15845,ENSG00000197632,"['ENSP00000299502', 'ENSP00000385397', 'ENSP00000397096', 'ENSP00000401645', 'ENSP00000402386']"
15846,ENSG00000010270,"['ENSP00000009041', 'ENSP00000379334', 'ENSP00000394000', 'ENSP00000395455', 'ENSP00000402028', 'ENSP00000411933']"
15847,ENSG00000138600,"['ENSP00000261854', 'ENSP00000453927', 'ENSP00000453932', 'ENSP00000513576', 'ENSP00000513577', 'ENSP00000513578', 'ENSP00000513579', 'ENSP00000513580', 'ENSP00000513581']"
15848,ENSG00000139044,"['ENSP00000266383', 'ENSP00000322953']"
15849,ENSG00000183850,"['ENSP00000469805', 'ENSP00000469853', 'ENSP00000472959']"
15850,ENSG00000135698,"['ENSP00000258169', 'ENSP00000454900', 'ENSP00000454996', 'ENSP00000456626', 'ENSP00000457537']"
15851,ENSG00000048471,"['ENSP00000455327', 'ENSP00000455747', 'ENSP00000456480', 'ENSP00000457017', 'ENSP00000457085']"
15852,ENSG00000143952,"['ENSP00000272322', 'ENSP00000346499', 'ENSP00000386980', 'ENSP00000414725']"
15853,ENSG00000273505,ENSP00000484611
15854,ENSG00000184349,"['ENSP00000328777', 'ENSP00000426989']"
15855,ENSG00000276849,ENSP00000478873
15856,ENSG00000211772,ENSP00000417300
15857,ENSG00000105793,"['ENSP00000222511', 'ENSP00000257659', 'ENSP00000369398', 'ENSP00000389510', 'ENSP00000405697', 'ENSP00000410311', 'ENSP00000411091', 'ENSP00000416596', 'ENSP00000416713']"
15858,ENSG00000097033,"['ENSP00000418744', 'ENSP00000441355', 'ENSP00000473267', 'ENSP00000479919', 'ENSP00000516134']"
15859,ENSG00000277481,ENSP00000480090
15860,ENSG00000135932,"['ENSP00000258418', 'ENSP00000386238', 'ENSP00000386642']"
15861,ENSG00000196323,"['ENSP00000350574', 'ENSP00000380861', 'ENSP00000408079', 'ENSP00000432558', 'ENSP00000433457', 'ENSP00000434177', 'ENSP00000435413', 'ENSP00000436187']"
15862,ENSG00000156026,"['ENSP00000349680', 'ENSP00000362144', 'ENSP00000440913', 'ENSP00000473857', 'ENSP00000473892', 'ENSP00000474265', 'ENSP00000474820', 'ENSP00000475141']"
15863,ENSG00000175514,ENSP00000310255
15864,ENSG00000068697,ENSP00000175091
15865,ENSG00000017260,"['ENSP00000329664', 'ENSP00000352665', 'ENSP00000395809', 'ENSP00000402677', 'ENSP00000421261', 'ENSP00000421326', 'ENSP00000422489', 'ENSP00000422872', 'ENSP00000422890', 'ENSP00000423330', 'ENSP00000423774', 'ENSP00000424783', 'ENSP00000424930', 'ENSP00000425228', 'ENSP00000425320', 'ENSP00000426849', 'ENSP00000427087', 'ENSP00000427461', 'ENSP00000427625', 'ENSP00000432956']"
15866,ENSG00000183340,ENSP00000333350
15867,ENSG00000126653,"['ENSP00000247026', 'ENSP00000378303', 'ENSP00000462820', 'ENSP00000463722', 'ENSP00000464237', 'ENSP00000464569', 'ENSP00000465442', 'ENSP00000466463', 'ENSP00000466640', 'ENSP00000467856', 'ENSP00000468327', 'ENSP00000477862']"
15868,ENSG00000178035,"['ENSP00000321584', 'ENSP00000393525', 'ENSP00000403502', 'ENSP00000503089', 'ENSP00000503240', 'ENSP00000503874', 'ENSP00000504378']"
15869,ENSG00000198390,ENSP00000347635
15870,ENSG00000112039,"['ENSP00000229769', 'ENSP00000497902', 'ENSP00000512511', 'ENSP00000512512', 'ENSP00000512513']"
15871,ENSG00000116329,ENSP00000234961
15872,ENSG00000154162,"['ENSP00000371689', 'ENSP00000423577', 'ENSP00000428786']"
15873,ENSG00000171428,"['ENSP00000307218', 'ENSP00000428270', 'ENSP00000429341', 'ENSP00000429407', 'ENSP00000443194']"
15874,ENSG00000198354,ENSP00000353128
15875,ENSG00000102890,"['ENSP00000354077', 'ENSP00000377566', 'ENSP00000458539', 'ENSP00000461166', 'ENSP00000498602']"
15876,ENSG00000164535,"['ENSP00000297056', 'ENSP00000391171', 'ENSP00000404785', 'ENSP00000410787', 'ENSP00000411746']"
15877,ENSG00000185024,"['ENSP00000329029', 'ENSP00000369269', 'ENSP00000376340', 'ENSP00000388877', 'ENSP00000389859', 'ENSP00000446707', 'ENSP00000446901', 'ENSP00000447521', 'ENSP00000448387', 'ENSP00000448723', 'ENSP00000448823', 'ENSP00000449173', 'ENSP00000449788', 'ENSP00000450258', 'ENSP00000480452']"
15878,ENSG00000138709,"['ENSP00000321997', 'ENSP00000377829', 'ENSP00000390395', 'ENSP00000422850', 'ENSP00000423686', 'ENSP00000424383', 'ENSP00000427281', 'ENSP00000497192', 'ENSP00000497312', 'ENSP00000497514', 'ENSP00000515817', 'ENSP00000515818']"
15879,ENSG00000141127,"['ENSP00000268835', 'ENSP00000379017', 'ENSP00000392536', 'ENSP00000395127', 'ENSP00000399625', 'ENSP00000401144', 'ENSP00000402612', 'ENSP00000415446', 'ENSP00000416021', 'ENSP00000416964', 'ENSP00000439129', 'ENSP00000443967', 'ENSP00000458301', 'ENSP00000458600', 'ENSP00000459077', 'ENSP00000459441', 'ENSP00000459727', 'ENSP00000460138', 'ENSP00000460324', 'ENSP00000460584', 'ENSP00000460967', 'ENSP00000461241', 'ENSP00000461782', 'ENSP00000481322', 'ENSP00000487485']"
15880,ENSG00000170044,"['ENSP00000307801', 'ENSP00000418253', 'ENSP00000420265']"
15881,ENSG00000175449,"['ENSP00000309229', 'ENSP00000369341', 'ENSP00000413592', 'ENSP00000422520', 'ENSP00000425632']"
15882,ENSG00000178573,"['ENSP00000327048', 'ENSP00000377019', 'ENSP00000455097']"
15883,ENSG00000174788,"['ENSP00000310585', 'ENSP00000472761']"
15884,ENSG00000165409,"['ENSP00000298171', 'ENSP00000340113', 'ENSP00000441235', 'ENSP00000450549', 'ENSP00000451092', 'ENSP00000451202', 'ENSP00000490136', 'ENSP00000495625']"
15885,ENSG00000182718,"['ENSP00000346032', 'ENSP00000379342', 'ENSP00000387545', 'ENSP00000411352', 'ENSP00000452858', 'ENSP00000452876', 'ENSP00000452895', 'ENSP00000452921', 'ENSP00000452958', 'ENSP00000452981', 'ENSP00000453000', 'ENSP00000453039', 'ENSP00000453174', 'ENSP00000453356', 'ENSP00000453464', 'ENSP00000453556', 'ENSP00000453566', 'ENSP00000453579', 'ENSP00000453663', 'ENSP00000453694', 'ENSP00000453739', 'ENSP00000453742', 'ENSP00000453754', 'ENSP00000453770', 'ENSP00000453841', 'ENSP00000453859', 'ENSP00000453869', 'ENSP00000453925', 'ENSP00000453945', 'ENSP00000454096', 'ENSP00000503447', 'ENSP00000503757', 'ENSP00000503850', 'ENSP00000503855', 'ENSP00000504035', 'ENSP00000504164']"
15886,ENSG00000142694,"['ENSP00000270824', 'ENSP00000507013']"
15887,ENSG00000105717,"['ENSP00000251203', 'ENSP00000453069', 'ENSP00000453348']"
15888,ENSG00000163755,"['ENSP00000296051', 'ENSP00000418230', 'ENSP00000419824']"
15889,ENSG00000130770,"['ENSP00000335203', 'ENSP00000435341', 'ENSP00000435579', 'ENSP00000437337']"
15890,ENSG00000022267,"['ENSP00000359708', 'ENSP00000359710', 'ENSP00000359717', 'ENSP00000377709', 'ENSP00000377710', 'ENSP00000389920', 'ENSP00000391779', 'ENSP00000408038', 'ENSP00000412642', 'ENSP00000413798', 'ENSP00000414604', 'ENSP00000437673', 'ENSP00000443333', 'ENSP00000444815', 'ENSP00000477609', 'ENSP00000485897', 'ENSP00000486134', 'ENSP00000486436', 'ENSP00000486439', 'ENSP00000486631', 'ENSP00000486782', 'ENSP00000487030', 'ENSP00000487147', 'ENSP00000487318', 'ENSP00000487360', 'ENSP00000487377', 'ENSP00000498503', 'ENSP00000498581', 'ENSP00000498684', 'ENSP00000499016', 'ENSP00000499033']"
