,genes,proteins
7344,ENSG00000069943,"['ENSP00000164305', 'ENSP00000438963', 'ENSP00000455040', 'ENSP00000455943', 'ENSP00000456285', 'ENSP00000456531']"
7345,ENSG00000184709,ENSP00000360597
7346,ENSG00000134013,"['ENSP00000373783', 'ENSP00000427826', 'ENSP00000427883', 'ENSP00000427907', 'ENSP00000428497', 'ENSP00000428933', 'ENSP00000429778', 'ENSP00000430519', 'ENSP00000473322']"
7347,ENSG00000134317,"['ENSP00000324693', 'ENSP00000384209', 'ENSP00000387521', 'ENSP00000418275', 'ENSP00000419831', 'ENSP00000420654']"
7348,ENSG00000196950,"['ENSP00000352655', 'ENSP00000386766', 'ENSP00000389640', 'ENSP00000394469', 'ENSP00000394995', 'ENSP00000406590', 'ENSP00000409272']"
7349,ENSG00000106278,"['ENSP00000377047', 'ENSP00000410000', 'ENSP00000498356', 'ENSP00000498388', 'ENSP00000498439', 'ENSP00000498708', 'ENSP00000498722', 'ENSP00000498965', 'ENSP00000499039', 'ENSP00000499061', 'ENSP00000499073', 'ENSP00000499098', 'ENSP00000499137', 'ENSP00000499152']"
7350,ENSG00000140743,"['ENSP00000268383', 'ENSP00000454706', 'ENSP00000455915', 'ENSP00000457289', 'ENSP00000457432', 'ENSP00000457596']"
7351,ENSG00000162545,ENSP00000364219
7352,ENSG00000161270,"['ENSP00000343634', 'ENSP00000368190']"
7353,ENSG00000165899,"['ENSP00000298820', 'ENSP00000447211', 'ENSP00000449296', 'ENSP00000449641', 'ENSP00000493572', 'ENSP00000496036']"
7354,ENSG00000214160,"['ENSP00000380793', 'ENSP00000392209', 'ENSP00000394917', 'ENSP00000397326', 'ENSP00000397613', 'ENSP00000402744', 'ENSP00000407011']"
7355,ENSG00000127311,"['ENSP00000247815', 'ENSP00000396955', 'ENSP00000439617', 'ENSP00000443287']"
7356,ENSG00000204571,ENSP00000381541
7357,ENSG00000172006,"['ENSP00000321132', 'ENSP00000464865', 'ENSP00000467997']"
7358,ENSG00000147065,"['ENSP00000353408', 'ENSP00000477441', 'ENSP00000513131', 'ENSP00000513132', 'ENSP00000513133', 'ENSP00000513134']"
7359,ENSG00000137474,"['ENSP00000386331', 'ENSP00000386635', 'ENSP00000386689', 'ENSP00000392185', 'ENSP00000417017', 'ENSP00000499323', 'ENSP00000499401', 'ENSP00000499530']"
7360,ENSG00000172987,"['ENSP00000359577', 'ENSP00000359580', 'ENSP00000359583', 'ENSP00000384384', 'ENSP00000484672', 'ENSP00000485916']"
7361,ENSG00000148331,"['ENSP00000277458', 'ENSP00000277459', 'ENSP00000416172']"
7362,ENSG00000198133,"['ENSP00000350050', 'ENSP00000450859', 'ENSP00000451774', 'ENSP00000452144', 'ENSP00000452201', 'ENSP00000452402']"
7363,ENSG00000160741,"['ENSP00000305873', 'ENSP00000357619', 'ENSP00000357622', 'ENSP00000434115']"
7364,ENSG00000180592,"['ENSP00000410041', 'ENSP00000442432']"
7365,ENSG00000058799,"['ENSP00000072644', 'ENSP00000360452', 'ENSP00000432266']"
7366,ENSG00000249471,"['ENSP00000337473', 'ENSP00000438930', 'ENSP00000471086', 'ENSP00000471122', 'ENSP00000472178', 'ENSP00000473115']"
7367,ENSG00000161896,"['ENSP00000293756', 'ENSP00000398861', 'ENSP00000489479']"
7368,ENSG00000177558,ENSP00000323355
7369,ENSG00000250673,"['ENSP00000489660', 'ENSP00000490412', 'ENSP00000510273']"
7370,ENSG00000145220,"['ENSP00000345917', 'ENSP00000397367', 'ENSP00000420902']"
7371,ENSG00000138834,"['ENSP00000250894', 'ENSP00000348290', 'ENSP00000454739', 'ENSP00000481780', 'ENSP00000501096', 'ENSP00000508465']"
7372,ENSG00000253710,"['ENSP00000429497', 'ENSP00000430236', 'ENSP00000481922', 'ENSP00000497184', 'ENSP00000497398', 'ENSP00000497459', 'ENSP00000505034', 'ENSP00000505163', 'ENSP00000505307', 'ENSP00000505560', 'ENSP00000505579']"
7373,ENSG00000282318,"['ENSP00000487701', 'ENSP00000488020', 'ENSP00000488273', 'ENSP00000488705']"
7374,ENSG00000146963,"['ENSP00000263545', 'ENSP00000347005', 'ENSP00000393012', 'ENSP00000441604', 'ENSP00000477492', 'ENSP00000483438']"
7375,ENSG00000139651,ENSP00000409463
7376,ENSG00000127419,"['ENSP00000264771', 'ENSP00000421750', 'ENSP00000423669', 'ENSP00000423751', 'ENSP00000424208', 'ENSP00000424746', 'ENSP00000425181', 'ENSP00000425763', 'ENSP00000425867', 'ENSP00000427039', 'ENSP00000427218', 'ENSP00000427626', 'ENSP00000485461']"
7377,ENSG00000167286,"['ENSP00000300692', 'ENSP00000376622', 'ENSP00000437335']"
7378,ENSG00000177889,"['ENSP00000316176', 'ENSP00000447009', 'ENSP00000448352', 'ENSP00000449352', 'ENSP00000450260']"
7379,ENSG00000123338,"['ENSP00000293373', 'ENSP00000445596', 'ENSP00000447246']"
7380,ENSG00000142230,"['ENSP00000270225', 'ENSP00000398818', 'ENSP00000416557', 'ENSP00000440818', 'ENSP00000468931', 'ENSP00000469938', 'ENSP00000469978', 'ENSP00000470741', 'ENSP00000471010', 'ENSP00000472389', 'ENSP00000473037', 'ENSP00000499743', 'ENSP00000499761', 'ENSP00000499784']"
7381,ENSG00000211782,ENSP00000443059
7382,ENSG00000134240,"['ENSP00000358414', 'ENSP00000439495']"
7383,ENSG00000288611,ENSP00000501711
7384,ENSG00000165810,"['ENSP00000330200', 'ENSP00000366037', 'ENSP00000425424', 'ENSP00000427345']"
7385,ENSG00000182973,"['ENSP00000329376', 'ENSP00000330060', 'ENSP00000392312', 'ENSP00000395385', 'ENSP00000399862', 'ENSP00000402795', 'ENSP00000402979']"
7386,ENSG00000182287,"['ENSP00000328789', 'ENSP00000369645', 'ENSP00000389474', 'ENSP00000403498', 'ENSP00000444957', 'ENSP00000500066', 'ENSP00000500483', 'ENSP00000500695', 'ENSP00000500737', 'ENSP00000500798', 'ENSP00000500850']"
7387,ENSG00000205944,"['ENSP00000371870', 'ENSP00000371877', 'ENSP00000371887']"
7388,ENSG00000175324,"['ENSP00000310596', 'ENSP00000428307', 'ENSP00000430021']"
7389,ENSG00000163206,ENSP00000357754
7390,ENSG00000159527,"['ENSP00000290722', 'ENSP00000507327']"
7391,ENSG00000100345,"['ENSP00000216181', 'ENSP00000384631', 'ENSP00000414852', 'ENSP00000509816', 'ENSP00000510189', 'ENSP00000510688']"
7392,ENSG00000108559,"['ENSP00000225696', 'ENSP00000458954', 'ENSP00000459370', 'ENSP00000459979', 'ENSP00000461334', 'ENSP00000515034', 'ENSP00000515035', 'ENSP00000515036', 'ENSP00000515037', 'ENSP00000515038', 'ENSP00000515039', 'ENSP00000515040', 'ENSP00000515041', 'ENSP00000515042', 'ENSP00000515043', 'ENSP00000515044', 'ENSP00000515045', 'ENSP00000515046', 'ENSP00000515047', 'ENSP00000515048', 'ENSP00000515049', 'ENSP00000515050', 'ENSP00000515051', 'ENSP00000515052', 'ENSP00000515053']"
7393,ENSG00000101337,"['ENSP00000217315', 'ENSP00000381104', 'ENSP00000390314', 'ENSP00000413382']"
7394,ENSG00000136379,"['ENSP00000258884', 'ENSP00000452778', 'ENSP00000453923']"
7395,ENSG00000169905,"['ENSP00000356584', 'ENSP00000477486', 'ENSP00000485107', 'ENSP00000485355']"
7396,ENSG00000223443,ENSP00000333329
7397,ENSG00000119801,"['ENSP00000261353', 'ENSP00000368834', 'ENSP00000368835', 'ENSP00000383974', 'ENSP00000385278']"
7398,ENSG00000158683,"['ENSP00000289672', 'ENSP00000393466', 'ENSP00000496786', 'ENSP00000508550', 'ENSP00000509540', 'ENSP00000510743']"
7399,ENSG00000129194,"['ENSP00000355354', 'ENSP00000439311', 'ENSP00000458286']"
7400,ENSG00000109083,"['ENSP00000350570', 'ENSP00000378809', 'ENSP00000462163', 'ENSP00000463138', 'ENSP00000463322', 'ENSP00000464033', 'ENSP00000464147', 'ENSP00000464210', 'ENSP00000464443', 'ENSP00000484842']"
7401,ENSG00000065923,"['ENSP00000330320', 'ENSP00000480916']"
7402,ENSG00000135362,"['ENSP00000368144', 'ENSP00000431475', 'ENSP00000431610', 'ENSP00000432203', 'ENSP00000433305', 'ENSP00000433708', 'ENSP00000433893', 'ENSP00000435050', 'ENSP00000435241', 'ENSP00000436402', 'ENSP00000436485']"
7403,ENSG00000187997,"['ENSP00000343493', 'ENSP00000466133', 'ENSP00000487393']"
7404,ENSG00000106648,"['ENSP00000376548', 'ENSP00000392582', 'ENSP00000398570', 'ENSP00000400106', 'ENSP00000406595', 'ENSP00000411071', 'ENSP00000414260', 'ENSP00000479207']"
7405,ENSG00000130707,"['ENSP00000253004', 'ENSP00000361469', 'ENSP00000361471', 'ENSP00000394212', 'ENSP00000397785']"
7406,ENSG00000283714,"['ENSP00000491570', 'ENSP00000492107']"
7407,ENSG00000114107,"['ENSP00000264982', 'ENSP00000417465', 'ENSP00000417819', 'ENSP00000417821', 'ENSP00000418131', 'ENSP00000418552', 'ENSP00000418878', 'ENSP00000419231', 'ENSP00000419743', 'ENSP00000419817', 'ENSP00000419833']"
7408,ENSG00000281989,ENSP00000488193
7409,ENSG00000282420,ENSP00000488356
7410,ENSG00000130522,"['ENSP00000252818', 'ENSP00000475153']"
7411,ENSG00000157107,"['ENSP00000287761', 'ENSP00000393776', 'ENSP00000426842', 'ENSP00000427296']"
7412,ENSG00000089050,ENSP00000336866
7413,ENSG00000166619,"['ENSP00000362637', 'ENSP00000380320', 'ENSP00000380323', 'ENSP00000380324', 'ENSP00000380326', 'ENSP00000389735', 'ENSP00000391768', 'ENSP00000397172', 'ENSP00000405953', 'ENSP00000414973']"
7414,ENSG00000172354,"['ENSP00000305260', 'ENSP00000377501', 'ENSP00000377503', 'ENSP00000389391', 'ENSP00000390077', 'ENSP00000390543', 'ENSP00000399904', 'ENSP00000400286', 'ENSP00000401873', 'ENSP00000413219']"
7415,ENSG00000162687,"['ENSP00000294725', 'ENSP00000356403', 'ENSP00000405474', 'ENSP00000476657', 'ENSP00000477456', 'ENSP00000496885', 'ENSP00000501240']"
7416,ENSG00000130741,"['ENSP00000253039', 'ENSP00000391383']"
7417,ENSG00000269964,"['ENSP00000473370', 'ENSP00000496917', 'ENSP00000507827']"
7418,ENSG00000204323,"['ENSP00000364363', 'ENSP00000477017']"
7419,ENSG00000183011,"['ENSP00000332103', 'ENSP00000459449', 'ENSP00000460085', 'ENSP00000460172', 'ENSP00000460841', 'ENSP00000461545']"
7420,ENSG00000142224,"['ENSP00000270218', 'ENSP00000343000', 'ENSP00000499459', 'ENSP00000499487']"
7421,ENSG00000100441,"['ENSP00000251343', 'ENSP00000450799', 'ENSP00000451004', 'ENSP00000451106', 'ENSP00000451227']"
7422,ENSG00000147274,"['ENSP00000359645', 'ENSP00000405117', 'ENSP00000411989', 'ENSP00000454777', 'ENSP00000456048', 'ENSP00000457051', 'ENSP00000457691', 'ENSP00000457866']"
7423,ENSG00000167220,"['ENSP00000300605', 'ENSP00000465282', 'ENSP00000465829', 'ENSP00000466602', 'ENSP00000466710', 'ENSP00000466923', 'ENSP00000467309', 'ENSP00000467775', 'ENSP00000467998', 'ENSP00000468067']"
7424,ENSG00000120594,"['ENSP00000366450', 'ENSP00000366460']"
7425,ENSG00000288157,"['ENSP00000499999', 'ENSP00000500673']"
7426,ENSG00000103544,"['ENSP00000251143', 'ENSP00000395973', 'ENSP00000438557', 'ENSP00000438852', 'ENSP00000442468', 'ENSP00000455045', 'ENSP00000456425', 'ENSP00000457190', 'ENSP00000457779', 'ENSP00000457973', 'ENSP00000458116', 'ENSP00000459108']"
7427,ENSG00000166450,"['ENSP00000373937', 'ENSP00000452760', 'ENSP00000453160', 'ENSP00000453335']"
7428,ENSG00000132670,"['ENSP00000216877', 'ENSP00000314568', 'ENSP00000348468', 'ENSP00000382787', 'ENSP00000390775', 'ENSP00000394132', 'ENSP00000414089']"
7429,ENSG00000136696,"['ENSP00000259213', 'ENSP00000328420']"
7430,ENSG00000117601,ENSP00000356671
7431,ENSG00000164754,"['ENSP00000297338', 'ENSP00000427923', 'ENSP00000428158', 'ENSP00000429342', 'ENSP00000430273', 'ENSP00000430524', 'ENSP00000509687', 'ENSP00000510729']"
7432,ENSG00000174839,"['ENSP00000311401', 'ENSP00000419334', 'ENSP00000419570']"
7433,ENSG00000170100,"['ENSP00000305203', 'ENSP00000405289', 'ENSP00000456655', 'ENSP00000457800', 'ENSP00000481538']"
7434,ENSG00000090924,"['ENSP00000205135', 'ENSP00000386492', 'ENSP00000392906', 'ENSP00000397615', 'ENSP00000408857', 'ENSP00000412818', 'ENSP00000468829', 'ENSP00000470763', 'ENSP00000471460', 'ENSP00000472989', 'ENSP00000473068', 'ENSP00000473213', 'ENSP00000473251']"
7435,ENSG00000073754,ENSP00000357156
7436,ENSG00000175073,ENSP00000309031
7437,ENSG00000105053,"['ENSP00000324636', 'ENSP00000366210', 'ENSP00000468979', 'ENSP00000469092', 'ENSP00000469325', 'ENSP00000469400', 'ENSP00000469710', 'ENSP00000469802', 'ENSP00000469880', 'ENSP00000470156', 'ENSP00000470359', 'ENSP00000470940', 'ENSP00000471061', 'ENSP00000471661', 'ENSP00000472217', 'ENSP00000472541', 'ENSP00000473171', 'ENSP00000473222']"
7438,ENSG00000181135,"['ENSP00000351482', 'ENSP00000393748', 'ENSP00000413215', 'ENSP00000434215', 'ENSP00000434322', 'ENSP00000434503', 'ENSP00000434791', 'ENSP00000435251', 'ENSP00000435679', 'ENSP00000435906', 'ENSP00000436212', 'ENSP00000436250', 'ENSP00000436362', 'ENSP00000436394', 'ENSP00000436634', 'ENSP00000437134', 'ENSP00000495224']"
7439,ENSG00000155368,"['ENSP00000311117', 'ENSP00000348116', 'ENSP00000376815', 'ENSP00000386486', 'ENSP00000439012', 'ENSP00000442917', 'ENSP00000486281', 'ENSP00000486361']"
7440,ENSG00000187676,ENSP00000343002
7441,ENSG00000167104,"['ENSP00000344929', 'ENSP00000443533']"
7442,ENSG00000197361,"['ENSP00000353794', 'ENSP00000453697', 'ENSP00000473666', 'ENSP00000492359']"
7443,ENSG00000070501,"['ENSP00000265421', 'ENSP00000427799', 'ENSP00000428144', 'ENSP00000428578', 'ENSP00000429436', 'ENSP00000429597', 'ENSP00000430478', 'ENSP00000430610', 'ENSP00000430784', 'ENSP00000430831', 'ENSP00000432084']"
7444,ENSG00000090339,"['ENSP00000264832', 'ENSP00000413124', 'ENSP00000465680']"
7445,ENSG00000183807,ENSP00000357545
7446,ENSG00000159063,"['ENSP00000299626', 'ENSP00000365326', 'ENSP00000431357', 'ENSP00000432381', 'ENSP00000432953', 'ENSP00000433429', 'ENSP00000434066', 'ENSP00000434388', 'ENSP00000434660', 'ENSP00000435417', 'ENSP00000435467', 'ENSP00000435626', 'ENSP00000436064', 'ENSP00000436366', 'ENSP00000437033', 'ENSP00000437199', 'ENSP00000480742', 'ENSP00000504910', 'ENSP00000504917', 'ENSP00000504928', 'ENSP00000504969', 'ENSP00000505016', 'ENSP00000505023', 'ENSP00000505074', 'ENSP00000505136', 'ENSP00000505200', 'ENSP00000505207', 'ENSP00000505407', 'ENSP00000505433', 'ENSP00000505468', 'ENSP00000505609', 'ENSP00000505614', 'ENSP00000505649', 'ENSP00000505696', 'ENSP00000505698', 'ENSP00000505726', 'ENSP00000505743', 'ENSP00000505811', 'ENSP00000505965', 'ENSP00000505984', 'ENSP00000506056', 'ENSP00000506059', 'ENSP00000506092', 'ENSP00000506099', 'ENSP00000506170', 'ENSP00000506189', 'ENSP00000506215', 'ENSP00000506249', 'ENSP00000506314', 'ENSP00000506408', 'ENSP00000506421', 'ENSP00000506617', 'ENSP00000506652', 'ENSP00000506717']"
7447,ENSG00000099849,"['ENSP00000380712', 'ENSP00000380713', 'ENSP00000403068', 'ENSP00000405606', 'ENSP00000413484', 'ENSP00000433165', 'ENSP00000435885']"
7448,ENSG00000198794,"['ENSP00000355387', 'ENSP00000406547', 'ENSP00000454602', 'ENSP00000454766', 'ENSP00000454860', 'ENSP00000455039', 'ENSP00000455203', 'ENSP00000455313', 'ENSP00000455598', 'ENSP00000456505', 'ENSP00000456991', 'ENSP00000457121', 'ENSP00000457444', 'ENSP00000457520', 'ENSP00000458072']"
7449,ENSG00000158122,"['ENSP00000364382', 'ENSP00000398933', 'ENSP00000412378']"
7450,ENSG00000101577,"['ENSP00000261596', 'ENSP00000463810', 'ENSP00000504857', 'ENSP00000513061', 'ENSP00000513062', 'ENSP00000513063', 'ENSP00000513064', 'ENSP00000513065']"
7451,ENSG00000106125,ENSP00000265299
7452,ENSG00000144857,"['ENSP00000273395', 'ENSP00000347546', 'ENSP00000417337', 'ENSP00000417362', 'ENSP00000418118', 'ENSP00000418182', 'ENSP00000418260', 'ENSP00000418663', 'ENSP00000419022', 'ENSP00000420056', 'ENSP00000420154', 'ENSP00000507783']"
7453,ENSG00000160194,"['ENSP00000342895', 'ENSP00000346196']"
7454,ENSG00000171431,ENSP00000167588
7455,ENSG00000141956,"['ENSP00000269844', 'ENSP00000381556', 'ENSP00000387958', 'ENSP00000396943', 'ENSP00000408592', 'ENSP00000431410', 'ENSP00000501856']"
7456,ENSG00000185236,"['ENSP00000333547', 'ENSP00000471148', 'ENSP00000472473', 'ENSP00000473042']"
7457,ENSG00000100592,"['ENSP00000354162', 'ENSP00000378557', 'ENSP00000450498']"
7458,ENSG00000278167,ENSP00000483144
7459,ENSG00000187223,ENSP00000357773
7460,ENSG00000231475,ENSP00000395656
7461,ENSG00000198342,"['ENSP00000242804', 'ENSP00000388634', 'ENSP00000404935', 'ENSP00000440162']"
7462,ENSG00000150760,"['ENSP00000280333', 'ENSP00000485033']"
7463,ENSG00000166478,"['ENSP00000299606', 'ENSP00000379843', 'ENSP00000379847', 'ENSP00000379849', 'ENSP00000388628', 'ENSP00000392323', 'ENSP00000395221', 'ENSP00000401493', 'ENSP00000409432', 'ENSP00000431306', 'ENSP00000432154', 'ENSP00000433221', 'ENSP00000433743', 'ENSP00000434638', 'ENSP00000434922', 'ENSP00000435881']"
7464,ENSG00000071537,"['ENSP00000337053', 'ENSP00000450709', 'ENSP00000451144']"
7465,ENSG00000268940,"['ENSP00000470185', 'ENSP00000472303']"
7466,ENSG00000168781,"['ENSP00000334779', 'ENSP00000353253', 'ENSP00000353446', 'ENSP00000371303', 'ENSP00000371309', 'ENSP00000380129', 'ENSP00000387999', 'ENSP00000390657', 'ENSP00000400887', 'ENSP00000405106', 'ENSP00000405200', 'ENSP00000407704', 'ENSP00000410563', 'ENSP00000415349', 'ENSP00000496290', 'ENSP00000516724']"
7467,ENSG00000111802,"['ENSP00000345345', 'ENSP00000367440']"
7468,ENSG00000139323,"['ENSP00000323302', 'ENSP00000376877', 'ENSP00000447437', 'ENSP00000447916', 'ENSP00000449256', 'ENSP00000449648', 'ENSP00000449945', 'ENSP00000450118']"
7469,ENSG00000185627,"['ENSP00000333811', 'ENSP00000372117', 'ENSP00000396937', 'ENSP00000433115', 'ENSP00000433364', 'ENSP00000434587', 'ENSP00000436186', 'ENSP00000436795']"
7470,ENSG00000172794,"['ENSP00000341354', 'ENSP00000376387', 'ENSP00000376388', 'ENSP00000376389', 'ENSP00000376390', 'ENSP00000376391', 'ENSP00000383934', 'ENSP00000432086', 'ENSP00000436563', 'ENSP00000483155']"
7471,ENSG00000151474,"['ENSP00000264546', 'ENSP00000350032', 'ENSP00000473870', 'ENSP00000474863', 'ENSP00000487974', 'ENSP00000488325', 'ENSP00000488764', 'ENSP00000492091', 'ENSP00000496794', 'ENSP00000497182', 'ENSP00000497228', 'ENSP00000497342', 'ENSP00000497350', 'ENSP00000497361', 'ENSP00000497396', 'ENSP00000497425', 'ENSP00000497500']"
7472,ENSG00000074755,"['ENSP00000371051', 'ENSP00000458554', 'ENSP00000459023', 'ENSP00000459796', 'ENSP00000460633']"
7473,ENSG00000144285,"['ENSP00000303540', 'ENSP00000364554', 'ENSP00000386312', 'ENSP00000490184', 'ENSP00000490288', 'ENSP00000490612', 'ENSP00000490692', 'ENSP00000490780', 'ENSP00000490799', 'ENSP00000490895', 'ENSP00000491573', 'ENSP00000492917', 'ENSP00000492945', 'ENSP00000493054', 'ENSP00000500336', 'ENSP00000501589', 'ENSP00000509637']"
7474,ENSG00000160602,"['ENSP00000268766', 'ENSP00000465859', 'ENSP00000466476', 'ENSP00000466896', 'ENSP00000467335']"
7475,ENSG00000130711,"['ENSP00000253008', 'ENSP00000502471']"
7476,ENSG00000157502,"['ENSP00000338641', 'ENSP00000349699', 'ENSP00000361632']"
7477,ENSG00000104903,"['ENSP00000264824', 'ENSP00000468122']"
7478,ENSG00000090686,"['ENSP00000309262', 'ENSP00000363862', 'ENSP00000363864', 'ENSP00000383157', 'ENSP00000406256', 'ENSP00000431832', 'ENSP00000431949', 'ENSP00000434073', 'ENSP00000435604', 'ENSP00000435612']"
7479,ENSG00000186051,ENSP00000334547
7480,ENSG00000185624,"['ENSP00000327801', 'ENSP00000388117', 'ENSP00000388374', 'ENSP00000458300', 'ENSP00000459211', 'ENSP00000460088', 'ENSP00000460285', 'ENSP00000460612', 'ENSP00000460741', 'ENSP00000461362', 'ENSP00000461718', 'ENSP00000461791', 'ENSP00000504864', 'ENSP00000504869', 'ENSP00000505096', 'ENSP00000505149', 'ENSP00000505272', 'ENSP00000505377', 'ENSP00000505382', 'ENSP00000505466', 'ENSP00000505545', 'ENSP00000505575', 'ENSP00000505635', 'ENSP00000505659', 'ENSP00000505707', 'ENSP00000505727', 'ENSP00000505754', 'ENSP00000505872', 'ENSP00000505953', 'ENSP00000505971', 'ENSP00000505993', 'ENSP00000506014', 'ENSP00000506218', 'ENSP00000506284', 'ENSP00000506306', 'ENSP00000506375', 'ENSP00000506451', 'ENSP00000506544', 'ENSP00000506555', 'ENSP00000506612', 'ENSP00000506718']"
7481,ENSG00000186891,"['ENSP00000328207', 'ENSP00000368567', 'ENSP00000368570', 'ENSP00000462735']"
7482,ENSG00000008441,"['ENSP00000351354', 'ENSP00000353219', 'ENSP00000380781', 'ENSP00000465094', 'ENSP00000465616', 'ENSP00000466389', 'ENSP00000466605', 'ENSP00000466735', 'ENSP00000467512', 'ENSP00000467536', 'ENSP00000467785', 'ENSP00000468707', 'ENSP00000468794', 'ENSP00000481181', 'ENSP00000502554', 'ENSP00000509710']"
7483,ENSG00000088836,"['ENSP00000369396', 'ENSP00000369399', 'ENSP00000404271', 'ENSP00000476859', 'ENSP00000493503', 'ENSP00000493824', 'ENSP00000495050', 'ENSP00000495559', 'ENSP00000495635', 'ENSP00000496214']"
7484,ENSG00000154654,"['ENSP00000284894', 'ENSP00000383392']"
7485,ENSG00000251154,ENSP00000504097
7486,ENSG00000160182,ENSP00000291527
7487,ENSG00000101417,"['ENSP00000217398', 'ENSP00000343071', 'ENSP00000386385']"
7488,ENSG00000285566,ENSP00000496978
7489,ENSG00000122986,"['ENSP00000242607', 'ENSP00000349181', 'ENSP00000412052', 'ENSP00000447227', 'ENSP00000448379', 'ENSP00000449601', 'ENSP00000450106', 'ENSP00000479812']"
7490,ENSG00000111358,"['ENSP00000228955', 'ENSP00000438435', 'ENSP00000439121', 'ENSP00000440482', 'ENSP00000441894', 'ENSP00000442977', 'ENSP00000445162', 'ENSP00000446097', 'ENSP00000446429', 'ENSP00000481711']"
7491,ENSG00000130340,"['ENSP00000376024', 'ENSP00000479382', 'ENSP00000482920', 'ENSP00000505072', 'ENSP00000505127', 'ENSP00000505173', 'ENSP00000505186', 'ENSP00000505291', 'ENSP00000505311', 'ENSP00000505392', 'ENSP00000505486', 'ENSP00000505598', 'ENSP00000506326', 'ENSP00000506493', 'ENSP00000506632']"
7492,ENSG00000197579,"['ENSP00000353735', 'ENSP00000369187']"
7493,ENSG00000167701,"['ENSP00000378408', 'ENSP00000433586']"
7494,ENSG00000129128,ENSP00000427463
7495,ENSG00000173988,"['ENSP00000368082', 'ENSP00000408828', 'ENSP00000469337', 'ENSP00000501680', 'ENSP00000501788', 'ENSP00000501960', 'ENSP00000502302', 'ENSP00000502368', 'ENSP00000502389', 'ENSP00000502617', 'ENSP00000502820']"
7496,ENSG00000280501,"['ENSP00000486147', 'ENSP00000486586', 'ENSP00000487273']"
7497,ENSG00000283859,"['ENSP00000492025', 'ENSP00000492198', 'ENSP00000492323']"
7498,ENSG00000081692,"['ENSP00000387830', 'ENSP00000477669']"
7499,ENSG00000145050,"['ENSP00000405280', 'ENSP00000432799']"
7500,ENSG00000158516,"['ENSP00000222481', 'ENSP00000395582']"
7501,ENSG00000164022,"['ENSP00000350699', 'ENSP00000378191', 'ENSP00000405248', 'ENSP00000423681', 'ENSP00000499850', 'ENSP00000499921', 'ENSP00000500025', 'ENSP00000500159', 'ENSP00000500170', 'ENSP00000500187', 'ENSP00000500620', 'ENSP00000500668', 'ENSP00000500732', 'ENSP00000500794', 'ENSP00000507352']"
7502,ENSG00000105401,"['ENSP00000222005', 'ENSP00000464889', 'ENSP00000464971', 'ENSP00000465724', 'ENSP00000465941', 'ENSP00000467747']"
7503,ENSG00000153982,"['ENSP00000284116', 'ENSP00000462895', 'ENSP00000463273', 'ENSP00000463818', 'ENSP00000464351', 'ENSP00000464690']"
7504,ENSG00000043093,"['ENSP00000292782', 'ENSP00000417675', 'ENSP00000418913', 'ENSP00000418935', 'ENSP00000419359', 'ENSP00000419440', 'ENSP00000420073', 'ENSP00000488427']"
7505,ENSG00000219073,"['ENSP00000338369', 'ENSP00000383135']"
7506,ENSG00000116030,"['ENSP00000376075', 'ENSP00000376076', 'ENSP00000376077', 'ENSP00000386267', 'ENSP00000386296', 'ENSP00000386472', 'ENSP00000386500', 'ENSP00000386753', 'ENSP00000387204']"
7507,ENSG00000161281,"['ENSP00000292907', 'ENSP00000468063', 'ENSP00000475885']"
7508,ENSG00000156738,"['ENSP00000314620', 'ENSP00000374589', 'ENSP00000432219', 'ENSP00000432270', 'ENSP00000433277', 'ENSP00000433519', 'ENSP00000437002', 'ENSP00000501369']"
7509,ENSG00000165568,"['ENSP00000298375', 'ENSP00000335034', 'ENSP00000335603', 'ENSP00000431625', 'ENSP00000432947', 'ENSP00000433496', 'ENSP00000434437', 'ENSP00000435436', 'ENSP00000436794']"
7510,ENSG00000163739,ENSP00000379110
7511,ENSG00000188070,"['ENSP00000478462', 'ENSP00000482180', 'ENSP00000482857', 'ENSP00000483097']"
7512,ENSG00000127083,ENSP00000364700
7513,ENSG00000129151,"['ENSP00000263182', 'ENSP00000433772', 'ENSP00000434918', 'ENSP00000435369', 'ENSP00000435781']"
7514,ENSG00000198937,ENSP00000362507
7515,ENSG00000115275,"['ENSP00000386493', 'ENSP00000388201', 'ENSP00000396298', 'ENSP00000410992', 'ENSP00000496788', 'ENSP00000496796', 'ENSP00000496797', 'ENSP00000496949', 'ENSP00000497143', 'ENSP00000497265', 'ENSP00000497318', 'ENSP00000497836', 'ENSP00000497924', 'ENSP00000498123', 'ENSP00000509583', 'ENSP00000510501']"
7516,ENSG00000214078,"['ENSP00000317257', 'ENSP00000336945', 'ENSP00000380584', 'ENSP00000380585', 'ENSP00000386067', 'ENSP00000387434', 'ENSP00000389662', 'ENSP00000390141', 'ENSP00000390626', 'ENSP00000391483', 'ENSP00000396069', 'ENSP00000397638', 'ENSP00000401915', 'ENSP00000404355', 'ENSP00000409305', 'ENSP00000409794', 'ENSP00000409955', 'ENSP00000412806', 'ENSP00000415597', 'ENSP00000416962']"
7517,ENSG00000121211,"['ENSP00000240488', 'ENSP00000422933', 'ENSP00000425500', 'ENSP00000427559', 'ENSP00000477758']"
7518,ENSG00000106948,"['ENSP00000223791', 'ENSP00000303769', 'ENSP00000309222', 'ENSP00000363188', 'ENSP00000363192', 'ENSP00000363201']"
