,genes,proteins
13651,ENSMUSG00000038119,"['ENSMUSP00000045547', 'ENSMUSP00000113977', 'ENSMUSP00000115216', 'ENSMUSP00000116553', 'ENSMUSP00000117499', 'ENSMUSP00000119206']"
13652,ENSMUSG00000030655,"['ENSMUSP00000032891', 'ENSMUSP00000136406', 'ENSMUSP00000137172', 'ENSMUSP00000137592']"
13653,ENSMUSG00000045569,ENSMUSP00000058691
13654,ENSMUSG00000014603,"['ENSMUSP00000014747', 'ENSMUSP00000156514']"
13655,ENSMUSG00000079184,ENSMUSP00000112170
13656,ENSMUSG00000039068,"['ENSMUSP00000087428', 'ENSMUSP00000101706', 'ENSMUSP00000101707', 'ENSMUSP00000101709', 'ENSMUSP00000143693']"
13657,ENSMUSG00000037355,"['ENSMUSP00000085170', 'ENSMUSP00000144025', 'ENSMUSP00000144400']"
13658,ENSMUSG00000101860,"['ENSMUSP00000151582', 'ENSMUSP00000151654']"
13659,ENSMUSG00000038370,ENSMUSP00000106964
13660,ENSMUSG00000021902,"['ENSMUSP00000022459', 'ENSMUSP00000154095', 'ENSMUSP00000154281', 'ENSMUSP00000154614', 'ENSMUSP00000154738']"
13661,ENSMUSG00000050132,"['ENSMUSP00000051059', 'ENSMUSP00000103922']"
13662,ENSMUSG00000076569,"['ENSMUSP00000100171', 'ENSMUSP00000142521']"
13663,ENSMUSG00000024736,"['ENSMUSP00000025645', 'ENSMUSP00000113696', 'ENSMUSP00000158531']"
13664,ENSMUSG00000032120,"['ENSMUSP00000065233', 'ENSMUSP00000149180', 'ENSMUSP00000149342', 'ENSMUSP00000149989']"
13665,ENSMUSG00000026933,"['ENSMUSP00000088812', 'ENSMUSP00000109804', 'ENSMUSP00000117203', 'ENSMUSP00000119296', 'ENSMUSP00000121689', 'ENSMUSP00000123541', 'ENSMUSP00000138910', 'ENSMUSP00000139028', 'ENSMUSP00000139100', 'ENSMUSP00000139305']"
13666,ENSMUSG00000118388,ENSMUSP00000077568
13667,ENSMUSG00000018322,"['ENSMUSP00000018466', 'ENSMUSP00000105010']"
13668,ENSMUSG00000032997,"['ENSMUSP00000078199', 'ENSMUSP00000092412', 'ENSMUSP00000117253', 'ENSMUSP00000122057']"
13669,ENSMUSG00000096461,"['ENSMUSP00000100108', 'ENSMUSP00000143018']"
13670,ENSMUSG00000044121,ENSMUSP00000052804
13671,ENSMUSG00000031390,"['ENSMUSP00000033765', 'ENSMUSP00000099011', 'ENSMUSP00000110037']"
13672,ENSMUSG00000030427,"['ENSMUSP00000042636', 'ENSMUSP00000088188', 'ENSMUSP00000145890']"
13673,ENSMUSG00000005251,ENSMUSP00000019386
13674,ENSMUSG00000038608,"['ENSMUSP00000077099', 'ENSMUSP00000139567', 'ENSMUSP00000140085', 'ENSMUSP00000140102', 'ENSMUSP00000140513', 'ENSMUSP00000140719', 'ENSMUSP00000140868']"
13675,ENSMUSG00000047554,"['ENSMUSP00000091641', 'ENSMUSP00000112574', 'ENSMUSP00000113215', 'ENSMUSP00000119520', 'ENSMUSP00000121078', 'ENSMUSP00000123138']"
13676,ENSMUSG00000070594,"['ENSMUSP00000027612', 'ENSMUSP00000107617', 'ENSMUSP00000107620']"
13677,ENSMUSG00000036676,"['ENSMUSP00000061470', 'ENSMUSP00000096921', 'ENSMUSP00000120025', 'ENSMUSP00000121473']"
13678,ENSMUSG00000019054,"['ENSMUSP00000019198', 'ENSMUSP00000106723', 'ENSMUSP00000106726']"
13679,ENSMUSG00000028963,ENSMUSP00000030803
13680,ENSMUSG00000024172,"['ENSMUSP00000025000', 'ENSMUSP00000084091', 'ENSMUSP00000120762']"
13681,ENSMUSG00000029014,"['ENSMUSP00000030771', 'ENSMUSP00000110846', 'ENSMUSP00000110847', 'ENSMUSP00000110849']"
13682,ENSMUSG00000032121,ENSMUSP00000034632
13683,ENSMUSG00000081724,"['ENSMUSP00000113564', 'ENSMUSP00000149327']"
13684,ENSMUSG00000003279,"['ENSMUSP00000052858', 'ENSMUSP00000094890', 'ENSMUSP00000116072', 'ENSMUSP00000116716', 'ENSMUSP00000117358', 'ENSMUSP00000118497', 'ENSMUSP00000122337', 'ENSMUSP00000122370', 'ENSMUSP00000122896', 'ENSMUSP00000156778', 'ENSMUSP00000156863']"
13685,ENSMUSG00000051379,"['ENSMUSP00000053399', 'ENSMUSP00000105684']"
13686,ENSMUSG00000028857,"['ENSMUSP00000101527', 'ENSMUSP00000117527', 'ENSMUSP00000120532', 'ENSMUSP00000121858']"
13687,ENSMUSG00000059108,"['ENSMUSP00000080594', 'ENSMUSP00000147357', 'ENSMUSP00000147821']"
13688,ENSMUSG00000070002,"['ENSMUSP00000091163', 'ENSMUSP00000147325']"
13689,ENSMUSG00000087247,ENSMUSP00000137420
13690,ENSMUSG00000078657,"['ENSMUSP00000102921', 'ENSMUSP00000141904', 'ENSMUSP00000141980']"
13691,ENSMUSG00000035877,"['ENSMUSP00000099400', 'ENSMUSP00000099401', 'ENSMUSP00000105086', 'ENSMUSP00000120488', 'ENSMUSP00000134763']"
13692,ENSMUSG00000026172,"['ENSMUSP00000027358', 'ENSMUSP00000109361', 'ENSMUSP00000109362']"
13693,ENSMUSG00000052160,ENSMUSP00000067002
13694,ENSMUSG00000075120,"['ENSMUSP00000100488', 'ENSMUSP00000149100', 'ENSMUSP00000149902']"
13695,ENSMUSG00000017493,"['ENSMUSP00000017637', 'ENSMUSP00000135112', 'ENSMUSP00000135727']"
13696,ENSMUSG00000046811,"['ENSMUSP00000049732', 'ENSMUSP00000136029']"
13697,ENSMUSG00000036686,"['ENSMUSP00000046449', 'ENSMUSP00000112556']"
13698,ENSMUSG00000023926,"['ENSMUSP00000024721', 'ENSMUSP00000156765', 'ENSMUSP00000156889']"
13699,ENSMUSG00000014355,"['ENSMUSP00000014499', 'ENSMUSP00000105961', 'ENSMUSP00000105962']"
13700,ENSMUSG00000028015,ENSMUSP00000029649
13701,ENSMUSG00000039611,"['ENSMUSP00000040885', 'ENSMUSP00000115100', 'ENSMUSP00000117861']"
13702,ENSMUSG00000040329,"['ENSMUSP00000126219', 'ENSMUSP00000141508', 'ENSMUSP00000141827', 'ENSMUSP00000141845']"
13703,ENSMUSG00000061388,"['ENSMUSP00000072352', 'ENSMUSP00000098618', 'ENSMUSP00000108904', 'ENSMUSP00000142449']"
13704,ENSMUSG00000117136,ENSMUSP00000156616
13705,ENSMUSG00000025135,"['ENSMUSP00000026128', 'ENSMUSP00000097714']"
13706,ENSMUSG00000020961,"['ENSMUSP00000053908', 'ENSMUSP00000126429', 'ENSMUSP00000128561', 'ENSMUSP00000131098']"
13707,ENSMUSG00000049717,"['ENSMUSP00000093130', 'ENSMUSP00000130807']"
13708,ENSMUSG00000010476,"['ENSMUSP00000033378', 'ENSMUSP00000101724', 'ENSMUSP00000130334', 'ENSMUSP00000132563', 'ENSMUSP00000147512', 'ENSMUSP00000147829']"
13709,ENSMUSG00000001823,ENSMUSP00000001878
13710,ENSMUSG00000017288,"['ENSMUSP00000061317', 'ENSMUSP00000091554', 'ENSMUSP00000104057', 'ENSMUSP00000126125', 'ENSMUSP00000127364', 'ENSMUSP00000128856', 'ENSMUSP00000129159', 'ENSMUSP00000130499', 'ENSMUSP00000131387', 'ENSMUSP00000131663']"
13711,ENSMUSG00000005575,"['ENSMUSP00000005714', 'ENSMUSP00000120234', 'ENSMUSP00000122638', 'ENSMUSP00000132604']"
13712,ENSMUSG00000051236,"['ENSMUSP00000089781', 'ENSMUSP00000115269']"
13713,ENSMUSG00000005681,"['ENSMUSP00000005824', 'ENSMUSP00000106951', 'ENSMUSP00000106952', 'ENSMUSP00000106953']"
13714,ENSMUSG00000031098,"['ENSMUSP00000095552', 'ENSMUSP00000101596', 'ENSMUSP00000101597', 'ENSMUSP00000112689', 'ENSMUSP00000113545', 'ENSMUSP00000147572']"
13715,ENSMUSG00000053146,"['ENSMUSP00000070758', 'ENSMUSP00000149568']"
13716,ENSMUSG00000026617,"['ENSMUSP00000027916', 'ENSMUSP00000106590', 'ENSMUSP00000117122', 'ENSMUSP00000147674']"
13717,ENSMUSG00000018666,"['ENSMUSP00000018810', 'ENSMUSP00000078640', 'ENSMUSP00000091475', 'ENSMUSP00000137834']"
13718,ENSMUSG00000042831,"['ENSMUSP00000051515', 'ENSMUSP00000115896', 'ENSMUSP00000121953']"
13719,ENSMUSG00000039217,"['ENSMUSP00000054591', 'ENSMUSP00000137193', 'ENSMUSP00000150305', 'ENSMUSP00000151002']"
13720,ENSMUSG00000021464,"['ENSMUSP00000021918', 'ENSMUSP00000123362']"
13721,ENSMUSG00000061273,ENSMUSP00000051621
13722,ENSMUSG00000039515,"['ENSMUSP00000046837', 'ENSMUSP00000109231', 'ENSMUSP00000109233', 'ENSMUSP00000114290', 'ENSMUSP00000114985', 'ENSMUSP00000116268', 'ENSMUSP00000117121']"
13723,ENSMUSG00000029596,"['ENSMUSP00000031594', 'ENSMUSP00000058198', 'ENSMUSP00000120868']"
13724,ENSMUSG00000024678,ENSMUSP00000025581
13725,ENSMUSG00000034917,"['ENSMUSP00000036438', 'ENSMUSP00000151601', 'ENSMUSP00000151819']"
13726,ENSMUSG00000034667,"['ENSMUSP00000043488', 'ENSMUSP00000151253', 'ENSMUSP00000151722', 'ENSMUSP00000151828']"
13727,ENSMUSG00000048349,ENSMUSP00000060798
13728,ENSMUSG00000026870,"['ENSMUSP00000038452', 'ENSMUSP00000108691', 'ENSMUSP00000144258', 'ENSMUSP00000144477']"
13729,ENSMUSG00000058159,"['ENSMUSP00000156321', 'ENSMUSP00000157191']"
13730,ENSMUSG00000039041,ENSMUSP00000050076
13731,ENSMUSG00000029169,"['ENSMUSP00000031061', 'ENSMUSP00000143069', 'ENSMUSP00000143381', 'ENSMUSP00000143658']"
13732,ENSMUSG00000042770,ENSMUSP00000042232
13733,ENSMUSG00000029909,ENSMUSP00000031967
13734,ENSMUSG00000048796,"['ENSMUSP00000070361', 'ENSMUSP00000102265', 'ENSMUSP00000102266']"
13735,ENSMUSG00000021203,"['ENSMUSP00000021620', 'ENSMUSP00000098655', 'ENSMUSP00000115673', 'ENSMUSP00000137162']"
13736,ENSMUSG00000053693,"['ENSMUSP00000105363', 'ENSMUSP00000113547']"
13737,ENSMUSG00000099729,ENSMUSP00000140470
13738,ENSMUSG00000030525,ENSMUSP00000032738
13739,ENSMUSG00000044367,"['ENSMUSP00000053218', 'ENSMUSP00000116316', 'ENSMUSP00000124687', 'ENSMUSP00000139873']"
13740,ENSMUSG00000027649,ENSMUSP00000029178
13741,ENSMUSG00000022715,ENSMUSP00000023400
13742,ENSMUSG00000053522,"['ENSMUSP00000080179', 'ENSMUSP00000123110']"
13743,ENSMUSG00000089728,ENSMUSP00000158978
13744,ENSMUSG00000055720,"['ENSMUSP00000126019', 'ENSMUSP00000149390', 'ENSMUSP00000149608', 'ENSMUSP00000149613', 'ENSMUSP00000149639', 'ENSMUSP00000149748', 'ENSMUSP00000150292', 'ENSMUSP00000150631', 'ENSMUSP00000150925']"
13745,ENSMUSG00000035311,"['ENSMUSP00000020251', 'ENSMUSP00000116915', 'ENSMUSP00000118025', 'ENSMUSP00000120643']"
13746,ENSMUSG00000034981,ENSMUSP00000042844
13747,ENSMUSG00000040325,"['ENSMUSP00000060025', 'ENSMUSP00000123865', 'ENSMUSP00000125730', 'ENSMUSP00000131135']"
13748,ENSMUSG00000019804,"['ENSMUSP00000019939', 'ENSMUSP00000101138', 'ENSMUSP00000101139']"
13749,ENSMUSG00000029272,ENSMUSP00000031201
13750,ENSMUSG00000053226,ENSMUSP00000070057
13751,ENSMUSG00000090097,"['ENSMUSP00000136580', 'ENSMUSP00000148855']"
13752,ENSMUSG00000029364,"['ENSMUSP00000031309', 'ENSMUSP00000107590']"
13753,ENSMUSG00000022765,ENSMUSP00000023449
13754,ENSMUSG00000043572,"['ENSMUSP00000053160', 'ENSMUSP00000102393', 'ENSMUSP00000102394']"
13755,ENSMUSG00000021377,"['ENSMUSP00000021807', 'ENSMUSP00000114392', 'ENSMUSP00000121663', 'ENSMUSP00000153538']"
13756,ENSMUSG00000025995,"['ENSMUSP00000027139', 'ENSMUSP00000117363', 'ENSMUSP00000140008']"
13757,ENSMUSG00000071253,"['ENSMUSP00000043370', 'ENSMUSP00000114510']"
13758,ENSMUSG00000076608,ENSMUSP00000142377
13759,ENSMUSG00000022452,"['ENSMUSP00000023086', 'ENSMUSP00000125120', 'ENSMUSP00000125429', 'ENSMUSP00000155174']"
13760,ENSMUSG00000050424,"['ENSMUSP00000063061', 'ENSMUSP00000110187', 'ENSMUSP00000114161']"
13761,ENSMUSG00000026622,ENSMUSP00000027931
13762,ENSMUSG00000006498,"['ENSMUSP00000059481', 'ENSMUSP00000093109', 'ENSMUSP00000126192', 'ENSMUSP00000127507', 'ENSMUSP00000127783', 'ENSMUSP00000128449', 'ENSMUSP00000130749', 'ENSMUSP00000131296', 'ENSMUSP00000132383']"
13763,ENSMUSG00000028410,"['ENSMUSP00000030118', 'ENSMUSP00000116601', 'ENSMUSP00000118294', 'ENSMUSP00000121461', 'ENSMUSP00000129730']"
13764,ENSMUSG00000043102,ENSMUSP00000055746
13765,ENSMUSG00000060268,ENSMUSP00000128613
13766,ENSMUSG00000054134,"['ENSMUSP00000065470', 'ENSMUSP00000067443', 'ENSMUSP00000110202', 'ENSMUSP00000157567', 'ENSMUSP00000157726', 'ENSMUSP00000157913']"
13767,ENSMUSG00000026442,"['ENSMUSP00000035454', 'ENSMUSP00000092148', 'ENSMUSP00000132979', 'ENSMUSP00000139520', 'ENSMUSP00000139955', 'ENSMUSP00000140480']"
13768,ENSMUSG00000050323,ENSMUSP00000062039
13769,ENSMUSG00000078698,ENSMUSP00000135437
13770,ENSMUSG00000041607,"['ENSMUSP00000046185', 'ENSMUSP00000053495', 'ENSMUSP00000074836', 'ENSMUSP00000079488', 'ENSMUSP00000089393', 'ENSMUSP00000099876', 'ENSMUSP00000110322', 'ENSMUSP00000110324', 'ENSMUSP00000114230', 'ENSMUSP00000114630', 'ENSMUSP00000115082', 'ENSMUSP00000115409', 'ENSMUSP00000116019', 'ENSMUSP00000121855', 'ENSMUSP00000138313']"
13771,ENSMUSG00000021345,"['ENSMUSP00000018392', 'ENSMUSP00000079584', 'ENSMUSP00000105984']"
13772,ENSMUSG00000040952,"['ENSMUSP00000104066', 'ENSMUSP00000104067', 'ENSMUSP00000104068', 'ENSMUSP00000114949', 'ENSMUSP00000116311', 'ENSMUSP00000120774', 'ENSMUSP00000138466']"
13773,ENSMUSG00000021891,"['ENSMUSP00000077138', 'ENSMUSP00000153931', 'ENSMUSP00000154173', 'ENSMUSP00000154487', 'ENSMUSP00000154580', 'ENSMUSP00000154679', 'ENSMUSP00000154767']"
13774,ENSMUSG00000043441,ENSMUSP00000060893
13775,ENSMUSG00000033278,"['ENSMUSP00000045603', 'ENSMUSP00000153042', 'ENSMUSP00000153179', 'ENSMUSP00000153463', 'ENSMUSP00000153662']"
13776,ENSMUSG00000028681,"['ENSMUSP00000030443', 'ENSMUSP00000114461', 'ENSMUSP00000122548']"
13777,ENSMUSG00000021078,"['ENSMUSP00000021482', 'ENSMUSP00000152608']"
13778,ENSMUSG00000030847,ENSMUSP00000033136
13779,ENSMUSG00000048280,"['ENSMUSP00000106600', 'ENSMUSP00000121275', 'ENSMUSP00000134865', 'ENSMUSP00000135050', 'ENSMUSP00000135683']"
13780,ENSMUSG00000029260,"['ENSMUSP00000031181', 'ENSMUSP00000108959']"
13781,ENSMUSG00000030357,"['ENSMUSP00000032508', 'ENSMUSP00000119930', 'ENSMUSP00000122087']"
13782,ENSMUSG00000038776,"['ENSMUSP00000047551', 'ENSMUSP00000106697', 'ENSMUSP00000114363', 'ENSMUSP00000122671']"
13783,ENSMUSG00000030341,"['ENSMUSP00000032491', 'ENSMUSP00000115991', 'ENSMUSP00000117470', 'ENSMUSP00000121968']"
13784,ENSMUSG00000038612,"['ENSMUSP00000044048', 'ENSMUSP00000135915']"
13785,ENSMUSG00000025997,"['ENSMUSP00000027146', 'ENSMUSP00000139530', 'ENSMUSP00000139543', 'ENSMUSP00000140043', 'ENSMUSP00000140069', 'ENSMUSP00000140378', 'ENSMUSP00000141075']"
13786,ENSMUSG00000035173,"['ENSMUSP00000075454', 'ENSMUSP00000113457', 'ENSMUSP00000122539']"
13787,ENSMUSG00000054836,"['ENSMUSP00000069017', 'ENSMUSP00000142823', 'ENSMUSP00000143595', 'ENSMUSP00000143622']"
13788,ENSMUSG00000028018,"['ENSMUSP00000029651', 'ENSMUSP00000079421']"
13789,ENSMUSG00000032097,"['ENSMUSP00000128421', 'ENSMUSP00000149620']"
13790,ENSMUSG00000020380,"['ENSMUSP00000020649', 'ENSMUSP00000119618', 'ENSMUSP00000120869']"
13791,ENSMUSG00000021185,"['ENSMUSP00000067830', 'ENSMUSP00000105696', 'ENSMUSP00000105697', 'ENSMUSP00000105700', 'ENSMUSP00000119832', 'ENSMUSP00000122512', 'ENSMUSP00000129876']"
13792,ENSMUSG00000056763,"['ENSMUSP00000068804', 'ENSMUSP00000112476', 'ENSMUSP00000112800', 'ENSMUSP00000113663', 'ENSMUSP00000114091', 'ENSMUSP00000117726', 'ENSMUSP00000119258', 'ENSMUSP00000139775', 'ENSMUSP00000140076', 'ENSMUSP00000140725', 'ENSMUSP00000140856']"
13793,ENSMUSG00000070460,"['ENSMUSP00000148266', 'ENSMUSP00000150934']"
13794,ENSMUSG00000070855,"['ENSMUSP00000132837', 'ENSMUSP00000149674']"
13795,ENSMUSG00000076653,"['ENSMUSP00000100243', 'ENSMUSP00000141892']"
13796,ENSMUSG00000035863,"['ENSMUSP00000040596', 'ENSMUSP00000101018', 'ENSMUSP00000151929', 'ENSMUSP00000151964', 'ENSMUSP00000152010']"
13797,ENSMUSG00000059316,ENSMUSP00000078971
13798,ENSMUSG00000002006,"['ENSMUSP00000002080', 'ENSMUSP00000110081']"
13799,ENSMUSG00000038374,"['ENSMUSP00000044548', 'ENSMUSP00000142699', 'ENSMUSP00000143190', 'ENSMUSP00000143346']"
13800,ENSMUSG00000052949,"['ENSMUSP00000097776', 'ENSMUSP00000102006', 'ENSMUSP00000122483', 'ENSMUSP00000123289']"
13801,ENSMUSG00000042514,"['ENSMUSP00000042015', 'ENSMUSP00000113755']"
13802,ENSMUSG00000062527,"['ENSMUSP00000073345', 'ENSMUSP00000143864']"
13803,ENSMUSG00000072582,"['ENSMUSP00000103656', 'ENSMUSP00000103657']"
13804,ENSMUSG00000062342,ENSMUSP00000071769
13805,ENSMUSG00000028238,"['ENSMUSP00000029900', 'ENSMUSP00000123599']"
13806,ENSMUSG00000075117,"['ENSMUSP00000097402', 'ENSMUSP00000149844', 'ENSMUSP00000150548']"
13807,ENSMUSG00000022696,"['ENSMUSP00000038433', 'ENSMUSP00000114424', 'ENSMUSP00000115372']"
13808,ENSMUSG00000025469,"['ENSMUSP00000057312', 'ENSMUSP00000133484']"
13809,ENSMUSG00000070820,"['ENSMUSP00000092428', 'ENSMUSP00000148988']"
13810,ENSMUSG00000075229,"['ENSMUSP00000097520', 'ENSMUSP00000125874', 'ENSMUSP00000131929', 'ENSMUSP00000156039']"
13811,ENSMUSG00000048004,"['ENSMUSP00000054994', 'ENSMUSP00000138921', 'ENSMUSP00000138937', 'ENSMUSP00000139022', 'ENSMUSP00000139033']"
13812,ENSMUSG00000066191,"['ENSMUSP00000081665', 'ENSMUSP00000103376', 'ENSMUSP00000155271']"
13813,ENSMUSG00000033740,"['ENSMUSP00000042056', 'ENSMUSP00000117789', 'ENSMUSP00000118129', 'ENSMUSP00000118322', 'ENSMUSP00000120134', 'ENSMUSP00000120298', 'ENSMUSP00000122055', 'ENSMUSP00000131417', 'ENSMUSP00000141266', 'ENSMUSP00000142063', 'ENSMUSP00000142317']"
13814,ENSMUSG00000029685,"['ENSMUSP00000031696', 'ENSMUSP00000112965']"
13815,ENSMUSG00000090698,ENSMUSP00000132366
13816,ENSMUSG00000046441,"['ENSMUSP00000060558', 'ENSMUSP00000139937']"
13817,ENSMUSG00000024953,"['ENSMUSP00000025904', 'ENSMUSP00000134521', 'ENSMUSP00000135084', 'ENSMUSP00000158249']"
13818,ENSMUSG00000008822,"['ENSMUSP00000008966', 'ENSMUSP00000070555', 'ENSMUSP00000112609', 'ENSMUSP00000113161']"
13819,ENSMUSG00000029847,"['ENSMUSP00000041436', 'ENSMUSP00000119927', 'ENSMUSP00000122803', 'ENSMUSP00000144387']"
13820,ENSMUSG00000009905,ENSMUSP00000010049
13821,ENSMUSG00000028661,ENSMUSP00000030420
13822,ENSMUSG00000001517,"['ENSMUSP00000073041', 'ENSMUSP00000107776', 'ENSMUSP00000145305', 'ENSMUSP00000145473']"
13823,ENSMUSG00000035505,"['ENSMUSP00000044144', 'ENSMUSP00000113353', 'ENSMUSP00000116430']"
13824,ENSMUSG00000033737,"['ENSMUSP00000038678', 'ENSMUSP00000116843', 'ENSMUSP00000118896', 'ENSMUSP00000121226']"
13825,ENSMUSG00000045045,"['ENSMUSP00000050039', 'ENSMUSP00000109453']"
13826,ENSMUSG00000020908,"['ENSMUSP00000007301', 'ENSMUSP00000104329', 'ENSMUSP00000131883']"
13827,ENSMUSG00000001674,"['ENSMUSP00000001724', 'ENSMUSP00000114149']"
13828,ENSMUSG00000030630,"['ENSMUSP00000032865', 'ENSMUSP00000121439']"
13829,ENSMUSG00000022488,"['ENSMUSP00000035400', 'ENSMUSP00000154960']"
13830,ENSMUSG00000029397,"['ENSMUSP00000031345', 'ENSMUSP00000131270']"
13831,ENSMUSG00000034206,"['ENSMUSP00000059757', 'ENSMUSP00000071396', 'ENSMUSP00000138648', 'ENSMUSP00000138685']"
13832,ENSMUSG00000026764,"['ENSMUSP00000028102', 'ENSMUSP00000117370']"
13833,ENSMUSG00000050147,ENSMUSP00000054426
13834,ENSMUSG00000033458,ENSMUSP00000130012
13835,ENSMUSG00000032040,"['ENSMUSP00000034539', 'ENSMUSP00000113284', 'ENSMUSP00000121041']"
13836,ENSMUSG00000026554,"['ENSMUSP00000073778', 'ENSMUSP00000141731', 'ENSMUSP00000141732', 'ENSMUSP00000141751', 'ENSMUSP00000141836', 'ENSMUSP00000141842']"
13837,ENSMUSG00000020608,"['ENSMUSP00000020931', 'ENSMUSP00000151232', 'ENSMUSP00000151378', 'ENSMUSP00000151382', 'ENSMUSP00000151435', 'ENSMUSP00000151643', 'ENSMUSP00000151976', 'ENSMUSP00000152041']"
13838,ENSMUSG00000046790,"['ENSMUSP00000095523', 'ENSMUSP00000149466', 'ENSMUSP00000151040']"
13839,ENSMUSG00000032099,ENSMUSP00000034610
13840,ENSMUSG00000029449,"['ENSMUSP00000031401', 'ENSMUSP00000124866', 'ENSMUSP00000140177']"
13841,ENSMUSG00000037944,ENSMUSP00000099423
13842,ENSMUSG00000041644,"['ENSMUSP00000047340', 'ENSMUSP00000106655']"
13843,ENSMUSG00000053391,"['ENSMUSP00000066524', 'ENSMUSP00000145330']"
13844,ENSMUSG00000030001,ENSMUSP00000032070
13845,ENSMUSG00000073267,ENSMUSP00000112650
13846,ENSMUSG00000038541,ENSMUSP00000048862
13847,ENSMUSG00000022604,"['ENSMUSP00000023270', 'ENSMUSP00000112502', 'ENSMUSP00000112663', 'ENSMUSP00000112687', 'ENSMUSP00000113009', 'ENSMUSP00000113470']"
13848,ENSMUSG00000032743,"['ENSMUSP00000065744', 'ENSMUSP00000115955', 'ENSMUSP00000118668', 'ENSMUSP00000119527']"
13849,ENSMUSG00000054894,"['ENSMUSP00000021372', 'ENSMUSP00000152071', 'ENSMUSP00000152430', 'ENSMUSP00000152704', 'ENSMUSP00000152757']"
13850,ENSMUSG00000054702,"['ENSMUSP00000125119', 'ENSMUSP00000125268', 'ENSMUSP00000125631']"
13851,ENSMUSG00000078898,"['ENSMUSP00000104675', 'ENSMUSP00000104676', 'ENSMUSP00000116661']"
13852,ENSMUSG00000034968,ENSMUSP00000047134
13853,ENSMUSG00000024913,"['ENSMUSP00000025856', 'ENSMUSP00000134771', 'ENSMUSP00000134983', 'ENSMUSP00000135654']"
13854,ENSMUSG00000078677,ENSMUSP00000103110
13855,ENSMUSG00000052485,"['ENSMUSP00000070369', 'ENSMUSP00000121382']"
13856,ENSMUSG00000026880,ENSMUSP00000028241
13857,ENSMUSG00000090439,"['ENSMUSP00000129705', 'ENSMUSP00000156413', 'ENSMUSP00000156882']"
13858,ENSMUSG00000032582,"['ENSMUSP00000035201', 'ENSMUSP00000138172', 'ENSMUSP00000138236', 'ENSMUSP00000138400', 'ENSMUSP00000141622', 'ENSMUSP00000141953', 'ENSMUSP00000142283']"
13859,ENSMUSG00000076479,"['ENSMUSP00000100096', 'ENSMUSP00000141897']"
13860,ENSMUSG00000046722,"['ENSMUSP00000052986', 'ENSMUSP00000102817', 'ENSMUSP00000102818', 'ENSMUSP00000102819']"
13861,ENSMUSG00000004842,"['ENSMUSP00000004964', 'ENSMUSP00000135113', 'ENSMUSP00000135574', 'ENSMUSP00000139087']"
13862,ENSMUSG00000031737,"['ENSMUSP00000034184', 'ENSMUSP00000147339']"
13863,ENSMUSG00000026220,"['ENSMUSP00000027422', 'ENSMUSP00000140314']"
13864,ENSMUSG00000074062,ENSMUSP00000082051
13865,ENSMUSG00000051503,ENSMUSP00000049839
13866,ENSMUSG00000021981,"['ENSMUSP00000022553', 'ENSMUSP00000153281', 'ENSMUSP00000153449', 'ENSMUSP00000153643']"
13867,ENSMUSG00000001525,"['ENSMUSP00000001566', 'ENSMUSP00000134598']"
13868,ENSMUSG00000019852,"['ENSMUSP00000019999', 'ENSMUSP00000149210']"
13869,ENSMUSG00000062647,ENSMUSP00000099962
13870,ENSMUSG00000024163,"['ENSMUSP00000085683', 'ENSMUSP00000110883', 'ENSMUSP00000110884', 'ENSMUSP00000112712', 'ENSMUSP00000112955', 'ENSMUSP00000113698', 'ENSMUSP00000113753', 'ENSMUSP00000114084', 'ENSMUSP00000114802', 'ENSMUSP00000118422', 'ENSMUSP00000136924']"
13871,ENSMUSG00000079641,ENSMUSP00000110886
13872,ENSMUSG00000095180,"['ENSMUSP00000137526', 'ENSMUSP00000139179', 'ENSMUSP00000159403']"
13873,ENSMUSG00000030515,ENSMUSP00000032728
13874,ENSMUSG00000079006,ENSMUSP00000105516
13875,ENSMUSG00000064179,"['ENSMUSP00000071704', 'ENSMUSP00000104228', 'ENSMUSP00000125795', 'ENSMUSP00000127964', 'ENSMUSP00000128476', 'ENSMUSP00000129109', 'ENSMUSP00000129409', 'ENSMUSP00000129626', 'ENSMUSP00000132012', 'ENSMUSP00000137198']"
13876,ENSMUSG00000010362,"['ENSMUSP00000010506', 'ENSMUSP00000118996']"
13877,ENSMUSG00000053368,"['ENSMUSP00000067897', 'ENSMUSP00000106122', 'ENSMUSP00000144536']"
13878,ENSMUSG00000042429,"['ENSMUSP00000043522', 'ENSMUSP00000083656', 'ENSMUSP00000132105', 'ENSMUSP00000140801']"
13879,ENSMUSG00000025907,"['ENSMUSP00000027040', 'ENSMUSP00000123768', 'ENSMUSP00000123876', 'ENSMUSP00000124220', 'ENSMUSP00000124676', 'ENSMUSP00000125334', 'ENSMUSP00000125348', 'ENSMUSP00000125396']"
13880,ENSMUSG00000052040,"['ENSMUSP00000067680', 'ENSMUSP00000139049', 'ENSMUSP00000140381']"
13881,ENSMUSG00000078974,"['ENSMUSP00000105269', 'ENSMUSP00000105270', 'ENSMUSP00000105271', 'ENSMUSP00000132348', 'ENSMUSP00000137362']"
13882,ENSMUSG00000070426,"['ENSMUSP00000086453', 'ENSMUSP00000094396', 'ENSMUSP00000102566', 'ENSMUSP00000120705', 'ENSMUSP00000123134']"
13883,ENSMUSG00000045441,ENSMUSP00000051805
