,genes,proteins
13425,ENSMUSG00000030528,"['ENSMUSP00000080062', 'ENSMUSP00000127995', 'ENSMUSP00000145573', 'ENSMUSP00000146062', 'ENSMUSP00000146098']"
13426,ENSMUSG00000021809,"['ENSMUSP00000022343', 'ENSMUSP00000153164', 'ENSMUSP00000153266', 'ENSMUSP00000153437', 'ENSMUSP00000153558', 'ENSMUSP00000153582', 'ENSMUSP00000153615']"
13427,ENSMUSG00000043051,"['ENSMUSP00000074147', 'ENSMUSP00000075145', 'ENSMUSP00000095914', 'ENSMUSP00000111552', 'ENSMUSP00000112410', 'ENSMUSP00000112593', 'ENSMUSP00000112757', 'ENSMUSP00000112929']"
13428,ENSMUSG00000026827,"['ENSMUSP00000028167', 'ENSMUSP00000108237', 'ENSMUSP00000130992']"
13429,ENSMUSG00000091259,"['ENSMUSP00000129347', 'ENSMUSP00000156414', 'ENSMUSP00000156560', 'ENSMUSP00000156608']"
13430,ENSMUSG00000034022,"['ENSMUSP00000071794', 'ENSMUSP00000155098', 'ENSMUSP00000155308', 'ENSMUSP00000155746']"
13431,ENSMUSG00000002992,"['ENSMUSP00000003074', 'ENSMUSP00000115173', 'ENSMUSP00000118291']"
13432,ENSMUSG00000039483,"['ENSMUSP00000043462', 'ENSMUSP00000142231']"
13433,ENSMUSG00000005823,"['ENSMUSP00000005975', 'ENSMUSP00000156910']"
13434,ENSMUSG00000019146,ENSMUSP00000019290
13435,ENSMUSG00000053916,ENSMUSP00000063895
13436,ENSMUSG00000001729,"['ENSMUSP00000001780', 'ENSMUSP00000118190', 'ENSMUSP00000122222', 'ENSMUSP00000123689']"
13437,ENSMUSG00000032015,"['ENSMUSP00000034513', 'ENSMUSP00000135115']"
13438,ENSMUSG00000078566,"['ENSMUSP00000101718', 'ENSMUSP00000148170']"
13439,ENSMUSG00000019261,"['ENSMUSP00000019405', 'ENSMUSP00000148554', 'ENSMUSP00000148752', 'ENSMUSP00000148773', 'ENSMUSP00000148822']"
13440,ENSMUSG00000038215,"['ENSMUSP00000042586', 'ENSMUSP00000114502', 'ENSMUSP00000116884', 'ENSMUSP00000117526', 'ENSMUSP00000118959', 'ENSMUSP00000122835']"
13441,ENSMUSG00000021613,ENSMUSP00000022108
13442,ENSMUSG00000093910,"['ENSMUSP00000137494', 'ENSMUSP00000148683', 'ENSMUSP00000148846']"
13443,ENSMUSG00000028483,"['ENSMUSP00000030206', 'ENSMUSP00000102842', 'ENSMUSP00000123793', 'ENSMUSP00000124038', 'ENSMUSP00000124181', 'ENSMUSP00000124468']"
13444,ENSMUSG00000066537,"['ENSMUSP00000125817', 'ENSMUSP00000156532', 'ENSMUSP00000156960']"
13445,ENSMUSG00000060579,"['ENSMUSP00000123820', 'ENSMUSP00000123874', 'ENSMUSP00000124017', 'ENSMUSP00000124073', 'ENSMUSP00000124500', 'ENSMUSP00000124957', 'ENSMUSP00000136011']"
13446,ENSMUSG00000056091,"['ENSMUSP00000070414', 'ENSMUSP00000109747', 'ENSMUSP00000145599', 'ENSMUSP00000146063']"
13447,ENSMUSG00000069385,"['ENSMUSP00000089535', 'ENSMUSP00000137781']"
13448,ENSMUSG00000068040,ENSMUSP00000086422
13449,ENSMUSG00000026663,ENSMUSP00000027974
13450,ENSMUSG00000028187,"['ENSMUSP00000029838', 'ENSMUSP00000142765', 'ENSMUSP00000143279']"
13451,ENSMUSG00000006522,"['ENSMUSP00000006697', 'ENSMUSP00000154256', 'ENSMUSP00000154659', 'ENSMUSP00000154720']"
13452,ENSMUSG00000016493,"['ENSMUSP00000123901', 'ENSMUSP00000123931']"
13453,ENSMUSG00000039200,"['ENSMUSP00000036731', 'ENSMUSP00000097766', 'ENSMUSP00000113480', 'ENSMUSP00000113573', 'ENSMUSP00000155077']"
13454,ENSMUSG00000003527,"['ENSMUSP00000003621', 'ENSMUSP00000156085']"
13455,ENSMUSG00000096054,"['ENSMUSP00000039440', 'ENSMUSP00000093587', 'ENSMUSP00000149011', 'ENSMUSP00000149637', 'ENSMUSP00000150262']"
13456,ENSMUSG00000117744,ENSMUSP00000073768
13457,ENSMUSG00000019066,"['ENSMUSP00000111008', 'ENSMUSP00000113322', 'ENSMUSP00000114106', 'ENSMUSP00000120067']"
13458,ENSMUSG00000028150,"['ENSMUSP00000029795', 'ENSMUSP00000143610', 'ENSMUSP00000143763']"
13459,ENSMUSG00000040282,"['ENSMUSP00000106543', 'ENSMUSP00000126772']"
13460,ENSMUSG00000052785,"['ENSMUSP00000146786', 'ENSMUSP00000147664']"
13461,ENSMUSG00000053153,"['ENSMUSP00000069821', 'ENSMUSP00000109573']"
13462,ENSMUSG00000026977,"['ENSMUSP00000068961', 'ENSMUSP00000099808', 'ENSMUSP00000099809', 'ENSMUSP00000116925']"
13463,ENSMUSG00000029185,"['ENSMUSP00000031080', 'ENSMUSP00000119284']"
13464,ENSMUSG00000041141,ENSMUSP00000040929
13465,ENSMUSG00000076840,ENSMUSP00000143077
13466,ENSMUSG00000028063,"['ENSMUSP00000029699', 'ENSMUSP00000040265', 'ENSMUSP00000113093', 'ENSMUSP00000120784']"
13467,ENSMUSG00000079434,"['ENSMUSP00000065439', 'ENSMUSP00000126509', 'ENSMUSP00000127777', 'ENSMUSP00000127913', 'ENSMUSP00000131409', 'ENSMUSP00000132099', 'ENSMUSP00000132513']"
13468,ENSMUSG00000075187,"['ENSMUSP00000097477', 'ENSMUSP00000150623']"
13469,ENSMUSG00000019943,"['ENSMUSP00000020107', 'ENSMUSP00000151441', 'ENSMUSP00000151572', 'ENSMUSP00000151598', 'ENSMUSP00000151791', 'ENSMUSP00000151934', 'ENSMUSP00000151970']"
13470,ENSMUSG00000040564,"['ENSMUSP00000045571', 'ENSMUSP00000104091', 'ENSMUSP00000147008']"
13471,ENSMUSG00000068008,"['ENSMUSP00000086342', 'ENSMUSP00000105382']"
13472,ENSMUSG00000025746,"['ENSMUSP00000026845', 'ENSMUSP00000143157', 'ENSMUSP00000143293', 'ENSMUSP00000143544']"
13473,ENSMUSG00000048490,"['ENSMUSP00000051726', 'ENSMUSP00000112959', 'ENSMUSP00000123638', 'ENSMUSP00000156377']"
13474,ENSMUSG00000072995,ENSMUSP00000098827
13475,ENSMUSG00000017144,"['ENSMUSP00000017288', 'ENSMUSP00000128831']"
13476,ENSMUSG00000058908,ENSMUSP00000138550
13477,ENSMUSG00000033326,"['ENSMUSP00000062910', 'ENSMUSP00000095524', 'ENSMUSP00000102011', 'ENSMUSP00000102014']"
13478,ENSMUSG00000036181,ENSMUSP00000045816
13479,ENSMUSG00000075161,"['ENSMUSP00000097449', 'ENSMUSP00000149282', 'ENSMUSP00000150159']"
13480,ENSMUSG00000062949,"['ENSMUSP00000033480', 'ENSMUSP00000099066', 'ENSMUSP00000119320']"
13481,ENSMUSG00000030483,"['ENSMUSP00000005477', 'ENSMUSP00000072264']"
13482,ENSMUSG00000074259,"['ENSMUSP00000096258', 'ENSMUSP00000114530', 'ENSMUSP00000116879', 'ENSMUSP00000118901']"
13483,ENSMUSG00000030868,"['ENSMUSP00000033156', 'ENSMUSP00000134876', 'ENSMUSP00000135530']"
13484,ENSMUSG00000052099,"['ENSMUSP00000066111', 'ENSMUSP00000126778', 'ENSMUSP00000132814', 'ENSMUSP00000153617']"
13485,ENSMUSG00000005501,"['ENSMUSP00000038533', 'ENSMUSP00000140107', 'ENSMUSP00000140240', 'ENSMUSP00000140574']"
13486,ENSMUSG00000058856,ENSMUSP00000073558
13487,ENSMUSG00000027642,"['ENSMUSP00000029171', 'ENSMUSP00000112081']"
13488,ENSMUSG00000072762,"['ENSMUSP00000098497', 'ENSMUSP00000108166']"
13489,ENSMUSG00000069583,ENSMUSP00000090024
13490,ENSMUSG00000094024,ENSMUSP00000135980
13491,ENSMUSG00000043284,"['ENSMUSP00000059494', 'ENSMUSP00000122930', 'ENSMUSP00000128654']"
13492,ENSMUSG00000017664,"['ENSMUSP00000017808', 'ENSMUSP00000104921', 'ENSMUSP00000104922', 'ENSMUSP00000104923', 'ENSMUSP00000116288', 'ENSMUSP00000118227', 'ENSMUSP00000118605', 'ENSMUSP00000119071', 'ENSMUSP00000120036', 'ENSMUSP00000123299', 'ENSMUSP00000123450', 'ENSMUSP00000123757', 'ENSMUSP00000125708']"
13493,ENSMUSG00000032126,"['ENSMUSP00000076575', 'ENSMUSP00000095166', 'ENSMUSP00000149522', 'ENSMUSP00000150138', 'ENSMUSP00000150673']"
13494,ENSMUSG00000070031,"['ENSMUSP00000079095', 'ENSMUSP00000109012', 'ENSMUSP00000123756', 'ENSMUSP00000125026']"
13495,ENSMUSG00000049657,"['ENSMUSP00000059919', 'ENSMUSP00000103447', 'ENSMUSP00000122991', 'ENSMUSP00000136507']"
13496,ENSMUSG00000029101,"['ENSMUSP00000030984', 'ENSMUSP00000084970', 'ENSMUSP00000109919', 'ENSMUSP00000109920', 'ENSMUSP00000109922', 'ENSMUSP00000109923', 'ENSMUSP00000109924', 'ENSMUSP00000115064', 'ENSMUSP00000116913', 'ENSMUSP00000117158', 'ENSMUSP00000143979', 'ENSMUSP00000153391']"
13497,ENSMUSG00000003402,"['ENSMUSP00000003493', 'ENSMUSP00000110987', 'ENSMUSP00000149936', 'ENSMUSP00000150233']"
13498,ENSMUSG00000050222,ENSMUSP00000086921
13499,ENSMUSG00000031807,"['ENSMUSP00000034264', 'ENSMUSP00000116524', 'ENSMUSP00000120113', 'ENSMUSP00000122042']"
13500,ENSMUSG00000018669,"['ENSMUSP00000099441', 'ENSMUSP00000114661', 'ENSMUSP00000114724', 'ENSMUSP00000114849', 'ENSMUSP00000116405', 'ENSMUSP00000118320', 'ENSMUSP00000120258', 'ENSMUSP00000123113']"
13501,ENSMUSG00000051391,"['ENSMUSP00000051223', 'ENSMUSP00000143631']"
13502,ENSMUSG00000048039,ENSMUSP00000059783
13503,ENSMUSG00000026873,"['ENSMUSP00000028232', 'ENSMUSP00000143954']"
13504,ENSMUSG00000038506,"['ENSMUSP00000047208', 'ENSMUSP00000106462', 'ENSMUSP00000106463', 'ENSMUSP00000106464', 'ENSMUSP00000145399', 'ENSMUSP00000145430']"
13505,ENSMUSG00000031004,"['ENSMUSP00000033310', 'ENSMUSP00000147271']"
13506,ENSMUSG00000061353,"['ENSMUSP00000072800', 'ENSMUSP00000108487', 'ENSMUSP00000108492']"
13507,ENSMUSG00000015094,"['ENSMUSP00000049602', 'ENSMUSP00000071387', 'ENSMUSP00000116275', 'ENSMUSP00000117773', 'ENSMUSP00000123386']"
13508,ENSMUSG00000037705,"['ENSMUSP00000040262', 'ENSMUSP00000125370']"
13509,ENSMUSG00000044364,"['ENSMUSP00000060017', 'ENSMUSP00000105498']"
13510,ENSMUSG00000068917,"['ENSMUSP00000088445', 'ENSMUSP00000113390', 'ENSMUSP00000113861', 'ENSMUSP00000115761', 'ENSMUSP00000122202', 'ENSMUSP00000122634']"
13511,ENSMUSG00000030638,"['ENSMUSP00000032874', 'ENSMUSP00000137207', 'ENSMUSP00000137482', 'ENSMUSP00000137570', 'ENSMUSP00000137621']"
13512,ENSMUSG00000041057,"['ENSMUSP00000048337', 'ENSMUSP00000157071', 'ENSMUSP00000157149']"
13513,ENSMUSG00000076435,ENSMUSP00000099453
13514,ENSMUSG00000022455,ENSMUSP00000023089
13515,ENSMUSG00000085601,"['ENSMUSP00000115575', 'ENSMUSP00000115597']"
13516,ENSMUSG00000044361,"['ENSMUSP00000053305', 'ENSMUSP00000087082', 'ENSMUSP00000117783']"
13517,ENSMUSG00000070420,"['ENSMUSP00000091664', 'ENSMUSP00000142367', 'ENSMUSP00000143449']"
13518,ENSMUSG00000042709,"['ENSMUSP00000104361', 'ENSMUSP00000135761']"
13519,ENSMUSG00000033752,ENSMUSP00000048262
13520,ENSMUSG00000003814,ENSMUSP00000003912
13521,ENSMUSG00000032309,"['ENSMUSP00000034859', 'ENSMUSP00000117106', 'ENSMUSP00000117341', 'ENSMUSP00000119304', 'ENSMUSP00000122828']"
13522,ENSMUSG00000105906,ENSMUSP00000142686
13523,ENSMUSG00000033770,"['ENSMUSP00000048520', 'ENSMUSP00000101416', 'ENSMUSP00000122396']"
13524,ENSMUSG00000031483,"['ENSMUSP00000033873', 'ENSMUSP00000147310', 'ENSMUSP00000147516', 'ENSMUSP00000147616', 'ENSMUSP00000147642', 'ENSMUSP00000147897', 'ENSMUSP00000148192', 'ENSMUSP00000148228']"
13525,ENSMUSG00000005299,"['ENSMUSP00000005431', 'ENSMUSP00000143805', 'ENSMUSP00000144491']"
13526,ENSMUSG00000040229,"['ENSMUSP00000042715', 'ENSMUSP00000094236']"
13527,ENSMUSG00000027977,"['ENSMUSP00000029602', 'ENSMUSP00000118207', 'ENSMUSP00000118796', 'ENSMUSP00000120623', 'ENSMUSP00000122617', 'ENSMUSP00000133657']"
13528,ENSMUSG00000047104,ENSMUSP00000098414
13529,ENSMUSG00000009076,ENSMUSP00000009220
13530,ENSMUSG00000041126,"['ENSMUSP00000091037', 'ENSMUSP00000105359']"
13531,ENSMUSG00000074595,"['ENSMUSP00000096694', 'ENSMUSP00000104966']"
13532,ENSMUSG00000038175,"['ENSMUSP00000047403', 'ENSMUSP00000152597']"
13533,ENSMUSG00000053080,"['ENSMUSP00000123773', 'ENSMUSP00000124442', 'ENSMUSP00000139847', 'ENSMUSP00000140369']"
13534,ENSMUSG00000023020,ENSMUSP00000023761
13535,ENSMUSG00000045267,ENSMUSP00000050277
13536,ENSMUSG00000038056,"['ENSMUSP00000043874', 'ENSMUSP00000133304', 'ENSMUSP00000133482', 'ENSMUSP00000133941', 'ENSMUSP00000134442']"
13537,ENSMUSG00000026181,"['ENSMUSP00000027373', 'ENSMUSP00000156361']"
13538,ENSMUSG00000056972,ENSMUSP00000079265
13539,ENSMUSG00000052382,ENSMUSP00000066637
13540,ENSMUSG00000040383,"['ENSMUSP00000047157', 'ENSMUSP00000099602']"
13541,ENSMUSG00000091873,"['ENSMUSP00000071195', 'ENSMUSP00000148984']"
13542,ENSMUSG00000028047,"['ENSMUSP00000029682', 'ENSMUSP00000112912', 'ENSMUSP00000116136', 'ENSMUSP00000120337']"
13543,ENSMUSG00000042901,"['ENSMUSP00000104795', 'ENSMUSP00000141649', 'ENSMUSP00000142129']"
13544,ENSMUSG00000031146,ENSMUSP00000033486
13545,ENSMUSG00000051316,ENSMUSP00000065645
13546,ENSMUSG00000032641,"['ENSMUSP00000047630', 'ENSMUSP00000066287', 'ENSMUSP00000107563', 'ENSMUSP00000112214', 'ENSMUSP00000127876', 'ENSMUSP00000144918', 'ENSMUSP00000145128', 'ENSMUSP00000145441', 'ENSMUSP00000149612', 'ENSMUSP00000149633', 'ENSMUSP00000149995', 'ENSMUSP00000150855']"
13547,ENSMUSG00000059363,"['ENSMUSP00000080081', 'ENSMUSP00000117047']"
13548,ENSMUSG00000021969,"['ENSMUSP00000086900', 'ENSMUSP00000153568']"
13549,ENSMUSG00000038970,ENSMUSP00000048238
13550,ENSMUSG00000022185,"['ENSMUSP00000022793', 'ENSMUSP00000022794', 'ENSMUSP00000107109', 'ENSMUSP00000114546', 'ENSMUSP00000116664', 'ENSMUSP00000117210', 'ENSMUSP00000118069', 'ENSMUSP00000119080', 'ENSMUSP00000119326', 'ENSMUSP00000120445', 'ENSMUSP00000122003', 'ENSMUSP00000125776']"
13551,ENSMUSG00000017453,ENSMUSP00000017597
13552,ENSMUSG00000062551,"['ENSMUSP00000053446', 'ENSMUSP00000105964']"
13553,ENSMUSG00000070469,"['ENSMUSP00000133337', 'ENSMUSP00000133637', 'ENSMUSP00000134150']"
13554,ENSMUSG00000030017,ENSMUSP00000032089
13555,ENSMUSG00000021966,ENSMUSP00000022537
13556,ENSMUSG00000044743,ENSMUSP00000061533
13557,ENSMUSG00000035454,ENSMUSP00000036724
13558,ENSMUSG00000057895,"['ENSMUSP00000079840', 'ENSMUSP00000123112']"
13559,ENSMUSG00000002249,"['ENSMUSP00000110447', 'ENSMUSP00000115443', 'ENSMUSP00000118582', 'ENSMUSP00000152030']"
13560,ENSMUSG00000044927,"['ENSMUSP00000060761', 'ENSMUSP00000159534']"
13561,ENSMUSG00000011114,"['ENSMUSP00000112600', 'ENSMUSP00000150375']"
13562,ENSMUSG00000040883,"['ENSMUSP00000048832', 'ENSMUSP00000149824', 'ENSMUSP00000150045', 'ENSMUSP00000158874']"
13563,ENSMUSG00000001285,"['ENSMUSP00000001331', 'ENSMUSP00000109312', 'ENSMUSP00000129494']"
13564,ENSMUSG00000092342,ENSMUSP00000133965
13565,ENSMUSG00000046971,ENSMUSP00000062607
13566,ENSMUSG00000041229,"['ENSMUSP00000040765', 'ENSMUSP00000041312', 'ENSMUSP00000108281', 'ENSMUSP00000108285', 'ENSMUSP00000108287', 'ENSMUSP00000108289', 'ENSMUSP00000116792', 'ENSMUSP00000122974', 'ENSMUSP00000127653']"
13567,ENSMUSG00000018858,"['ENSMUSP00000099325', 'ENSMUSP00000102149', 'ENSMUSP00000116245', 'ENSMUSP00000116746']"
13568,ENSMUSG00000046130,"['ENSMUSP00000061885', 'ENSMUSP00000153841', 'ENSMUSP00000153921', 'ENSMUSP00000154218', 'ENSMUSP00000154576', 'ENSMUSP00000154644', 'ENSMUSP00000154770']"
13569,ENSMUSG00000035831,ENSMUSP00000048439
13570,ENSMUSG00000040731,"['ENSMUSP00000048833', 'ENSMUSP00000143910']"
13571,ENSMUSG00000037174,"['ENSMUSP00000061076', 'ENSMUSP00000088678', 'ENSMUSP00000103686', 'ENSMUSP00000103688', 'ENSMUSP00000126871', 'ENSMUSP00000139199', 'ENSMUSP00000139358', 'ENSMUSP00000139360', 'ENSMUSP00000141197', 'ENSMUSP00000141525', 'ENSMUSP00000142300']"
13572,ENSMUSG00000060201,ENSMUSP00000075551
13573,ENSMUSG00000095125,"['ENSMUSP00000089327', 'ENSMUSP00000153942', 'ENSMUSP00000154434', 'ENSMUSP00000154486']"
13574,ENSMUSG00000060924,ENSMUSP00000080751
13575,ENSMUSG00000021285,"['ENSMUSP00000062464', 'ENSMUSP00000152424']"
13576,ENSMUSG00000067071,ENSMUSP00000084062
13577,ENSMUSG00000027429,"['ENSMUSP00000028916', 'ENSMUSP00000120972', 'ENSMUSP00000122819', 'ENSMUSP00000122884', 'ENSMUSP00000123690']"
13578,ENSMUSG00000001998,"['ENSMUSP00000002063', 'ENSMUSP00000106023', 'ENSMUSP00000106024', 'ENSMUSP00000135257', 'ENSMUSP00000135449', 'ENSMUSP00000135599']"
13579,ENSMUSG00000029576,"['ENSMUSP00000064539', 'ENSMUSP00000082910', 'ENSMUSP00000106411', 'ENSMUSP00000106412', 'ENSMUSP00000115800', 'ENSMUSP00000118477']"
13580,ENSMUSG00000001103,"['ENSMUSP00000001130', 'ENSMUSP00000129606']"
13581,ENSMUSG00000026107,"['ENSMUSP00000027279', 'ENSMUSP00000139853', 'ENSMUSP00000140059', 'ENSMUSP00000140126', 'ENSMUSP00000140179', 'ENSMUSP00000140469', 'ENSMUSP00000140556', 'ENSMUSP00000140557']"
13582,ENSMUSG00000031384,ENSMUSP00000033756
13583,ENSMUSG00000031641,"['ENSMUSP00000034058', 'ENSMUSP00000117069']"
13584,ENSMUSG00000038651,"['ENSMUSP00000115127', 'ENSMUSP00000121296']"
13585,ENSMUSG00000027068,ENSMUSP00000069631
13586,ENSMUSG00000059136,"['ENSMUSP00000077990', 'ENSMUSP00000151522']"
13587,ENSMUSG00000070730,"['ENSMUSP00000092283', 'ENSMUSP00000115973', 'ENSMUSP00000119498', 'ENSMUSP00000123373']"
13588,ENSMUSG00000070330,ENSMUSP00000091432
13589,ENSMUSG00000028644,"['ENSMUSP00000030396', 'ENSMUSP00000118640', 'ENSMUSP00000120181', 'ENSMUSP00000120202', 'ENSMUSP00000122864', 'ENSMUSP00000123426', 'ENSMUSP00000123484', 'ENSMUSP00000159033']"
13590,ENSMUSG00000042258,"['ENSMUSP00000044879', 'ENSMUSP00000135567']"
13591,ENSMUSG00000060427,"['ENSMUSP00000074510', 'ENSMUSP00000113952']"
13592,ENSMUSG00000046942,"['ENSMUSP00000087292', 'ENSMUSP00000109649']"
13593,ENSMUSG00000029217,"['ENSMUSP00000071836', 'ENSMUSP00000073509', 'ENSMUSP00000109224', 'ENSMUSP00000118980', 'ENSMUSP00000120155', 'ENSMUSP00000123258', 'ENSMUSP00000123606', 'ENSMUSP00000144458']"
13594,ENSMUSG00000028936,"['ENSMUSP00000099480', 'ENSMUSP00000118787', 'ENSMUSP00000140276']"
13595,ENSMUSG00000030276,"['ENSMUSP00000032414', 'ENSMUSP00000037870', 'ENSMUSP00000145044', 'ENSMUSP00000145049', 'ENSMUSP00000145329']"
13596,ENSMUSG00000076505,ENSMUSP00000100107
13597,ENSMUSG00000074680,ENSMUSP00000096811
13598,ENSMUSG00000020327,"['ENSMUSP00000020577', 'ENSMUSP00000151743', 'ENSMUSP00000151917']"
13599,ENSMUSG00000028826,"['ENSMUSP00000030628', 'ENSMUSP00000124477', 'ENSMUSP00000125440']"
13600,ENSMUSG00000094194,"['ENSMUSP00000100239', 'ENSMUSP00000141639']"
13601,ENSMUSG00000025257,ENSMUSP00000026288
13602,ENSMUSG00000041135,"['ENSMUSP00000038833', 'ENSMUSP00000139381']"
13603,ENSMUSG00000036114,ENSMUSP00000041477
13604,ENSMUSG00000044222,ENSMUSP00000060997
13605,ENSMUSG00000036432,ENSMUSP00000067496
13606,ENSMUSG00000005481,"['ENSMUSP00000019576', 'ENSMUSP00000105435', 'ENSMUSP00000116101', 'ENSMUSP00000132222', 'ENSMUSP00000148329']"
13607,ENSMUSG00000026196,ENSMUSP00000027393
13608,ENSMUSG00000032280,"['ENSMUSP00000034820', 'ENSMUSP00000123723', 'ENSMUSP00000124055', 'ENSMUSP00000124131', 'ENSMUSP00000124150', 'ENSMUSP00000124158', 'ENSMUSP00000124173', 'ENSMUSP00000124432', 'ENSMUSP00000124557', 'ENSMUSP00000124977', 'ENSMUSP00000125011', 'ENSMUSP00000125032', 'ENSMUSP00000125049', 'ENSMUSP00000125537', 'ENSMUSP00000136010']"
13609,ENSMUSG00000050015,"['ENSMUSP00000053105', 'ENSMUSP00000149667', 'ENSMUSP00000150158']"
13610,ENSMUSG00000030064,"['ENSMUSP00000032146', 'ENSMUSP00000108982', 'ENSMUSP00000108986', 'ENSMUSP00000145240']"
13611,ENSMUSG00000031851,"['ENSMUSP00000034313', 'ENSMUSP00000069384', 'ENSMUSP00000115996', 'ENSMUSP00000121271']"
13612,ENSMUSG00000095143,"['ENSMUSP00000136588', 'ENSMUSP00000142522']"
13613,ENSMUSG00000005803,"['ENSMUSP00000005953', 'ENSMUSP00000106133', 'ENSMUSP00000117575', 'ENSMUSP00000135012', 'ENSMUSP00000135045', 'ENSMUSP00000135786']"
13614,ENSMUSG00000033319,ENSMUSP00000038816
13615,ENSMUSG00000026514,"['ENSMUSP00000027795', 'ENSMUSP00000124247', 'ENSMUSP00000124611', 'ENSMUSP00000148015']"
13616,ENSMUSG00000037529,"['ENSMUSP00000045118', 'ENSMUSP00000110723', 'ENSMUSP00000140885']"
13617,ENSMUSG00000047497,ENSMUSP00000057796
13618,ENSMUSG00000030265,"['ENSMUSP00000032399', 'ENSMUSP00000107339', 'ENSMUSP00000118251', 'ENSMUSP00000119414', 'ENSMUSP00000145294']"
13619,ENSMUSG00000038045,"['ENSMUSP00000038282', 'ENSMUSP00000124309', 'ENSMUSP00000132823']"
13620,ENSMUSG00000040134,ENSMUSP00000039252
13621,ENSMUSG00000022400,"['ENSMUSP00000023036', 'ENSMUSP00000154877', 'ENSMUSP00000155288']"
13622,ENSMUSG00000049606,"['ENSMUSP00000038047', 'ENSMUSP00000108315', 'ENSMUSP00000108316', 'ENSMUSP00000108318', 'ENSMUSP00000114698', 'ENSMUSP00000116876', 'ENSMUSP00000118856', 'ENSMUSP00000119893', 'ENSMUSP00000122012', 'ENSMUSP00000122421']"
13623,ENSMUSG00000025129,ENSMUSP00000026121
13624,ENSMUSG00000027475,ENSMUSP00000028977
13625,ENSMUSG00000118541,ENSMUSP00000158957
13626,ENSMUSG00000062991,"['ENSMUSP00000073546', 'ENSMUSP00000146375', 'ENSMUSP00000146403', 'ENSMUSP00000146456', 'ENSMUSP00000146478', 'ENSMUSP00000146507', 'ENSMUSP00000146617', 'ENSMUSP00000146816', 'ENSMUSP00000146842', 'ENSMUSP00000146857', 'ENSMUSP00000146905', 'ENSMUSP00000147121', 'ENSMUSP00000147156', 'ENSMUSP00000158859', 'ENSMUSP00000158871', 'ENSMUSP00000158879', 'ENSMUSP00000158913', 'ENSMUSP00000158948', 'ENSMUSP00000158989', 'ENSMUSP00000159015', 'ENSMUSP00000159025', 'ENSMUSP00000159036', 'ENSMUSP00000159071', 'ENSMUSP00000159096', 'ENSMUSP00000159099', 'ENSMUSP00000159112']"
13627,ENSMUSG00000048832,"['ENSMUSP00000085264', 'ENSMUSP00000158200', 'ENSMUSP00000158277', 'ENSMUSP00000158315', 'ENSMUSP00000158500']"
13628,ENSMUSG00000027447,"['ENSMUSP00000028938', 'ENSMUSP00000117672']"
13629,ENSMUSG00000051557,ENSMUSP00000095344
13630,ENSMUSG00000045316,ENSMUSP00000055827
13631,ENSMUSG00000022385,"['ENSMUSP00000128759', 'ENSMUSP00000155552']"
13632,ENSMUSG00000072049,"['ENSMUSP00000092067', 'ENSMUSP00000156535', 'ENSMUSP00000156789']"
13633,ENSMUSG00000026482,"['ENSMUSP00000027760', 'ENSMUSP00000107488', 'ENSMUSP00000107490', 'ENSMUSP00000141028']"
13634,ENSMUSG00000015579,"['ENSMUSP00000015723', 'ENSMUSP00000157537']"
13635,ENSMUSG00000090383,"['ENSMUSP00000126966', 'ENSMUSP00000156405', 'ENSMUSP00000156760', 'ENSMUSP00000156783', 'ENSMUSP00000156803', 'ENSMUSP00000156834']"
13636,ENSMUSG00000021852,"['ENSMUSP00000073972', 'ENSMUSP00000119007', 'ENSMUSP00000122405', 'ENSMUSP00000154089']"
13637,ENSMUSG00000111814,"['ENSMUSP00000149692', 'ENSMUSP00000149903']"
13638,ENSMUSG00000039099,ENSMUSP00000037467
13639,ENSMUSG00000029674,"['ENSMUSP00000015137', 'ENSMUSP00000106864', 'ENSMUSP00000118268', 'ENSMUSP00000121718']"
13640,ENSMUSG00000026174,ENSMUSP00000084466
13641,ENSMUSG00000029563,"['ENSMUSP00000031545', 'ENSMUSP00000111129', 'ENSMUSP00000111130', 'ENSMUSP00000111132', 'ENSMUSP00000111134', 'ENSMUSP00000111135', 'ENSMUSP00000111137', 'ENSMUSP00000116017', 'ENSMUSP00000116650', 'ENSMUSP00000121503', 'ENSMUSP00000123007', 'ENSMUSP00000123067']"
13642,ENSMUSG00000047969,"['ENSMUSP00000049733', 'ENSMUSP00000149944', 'ENSMUSP00000151453']"
13643,ENSMUSG00000006589,"['ENSMUSP00000006764', 'ENSMUSP00000148477', 'ENSMUSP00000148607', 'ENSMUSP00000148652', 'ENSMUSP00000148745']"
13644,ENSMUSG00000025425,"['ENSMUSP00000074764', 'ENSMUSP00000078566']"
13645,ENSMUSG00000090659,"['ENSMUSP00000132282', 'ENSMUSP00000137936', 'ENSMUSP00000152847']"
13646,ENSMUSG00000096405,"['ENSMUSP00000136756', 'ENSMUSP00000139748', 'ENSMUSP00000153709']"
13647,ENSMUSG00000004843,"['ENSMUSP00000004965', 'ENSMUSP00000156381']"
13648,ENSMUSG00000027823,ENSMUSP00000029405
13649,ENSMUSG00000056673,"['ENSMUSP00000061095', 'ENSMUSP00000139636', 'ENSMUSP00000140462', 'ENSMUSP00000140663']"
13650,ENSMUSG00000032796,ENSMUSP00000043957
